SIM_SITIMO_CD;SIM_SITIMO_DS;CD_IMOVEL_URBANO;DT_VISTORIA;CD_VISTORIA
5;EM CONSTRUCAO;186454;27/04/2022;234106
1;VAGO;186473;06/07/2020;219938
1;VAGO;186478;12/06/2023;243950
1;VAGO;186480;10/02/2025;266911
2;OBSTRUIDO;186488;03/09/2024;263186
5;EM CONSTRUCAO;186490;18/08/2025;272127
1;VAGO;186491;19/04/2023;242378
1;VAGO;186495;14/08/2025;272059
1;VAGO;186503;29/10/2020;222027
3;OCUPADO;186511;04/03/2026;278073
1;VAGO;186516;09/02/2022;232646
1;VAGO;186517;29/07/2025;271581
1;VAGO;186520;26/10/2021;230853
1;VAGO;186522;26/10/2021;230855
1;VAGO;186523;26/10/2021;230856
1;VAGO;186524;26/10/2021;230857
1;VAGO;186789;21/07/2022;235615
1;VAGO;187141;11/03/2022;233136
1;VAGO;187312;21/08/2024;262656
1;VAGO;187314;21/08/2024;262657
1;VAGO;187320;04/02/2022;232540
1;VAGO;187321;02/06/2021;226718
2;OBSTRUIDO;187322;23/11/2023;251246
2;OBSTRUIDO;187323;15/08/2023;246410
3;OCUPADO;187331;22/08/2024;262698
3;OCUPADO;187334;15/08/2025;272103
1;VAGO;187354;01/09/2021;229409
1;VAGO;187355;01/09/2021;229410
1;VAGO;187356;01/09/2021;229408
2;OBSTRUIDO;187371;19/11/2025;275528
2;OBSTRUIDO;187373;25/08/2025;272382
1;VAGO;187681;11/03/2022;233141
1;VAGO;187682;30/11/2022;238779
1;VAGO;187685;11/03/2022;233155
3;OCUPADO;187688;23/08/2024;262747
1;VAGO;187689;12/08/2021;228714
1;VAGO;187691;20/02/2024;254967
1;VAGO;188100;17/08/2020;220632
1;VAGO;188102;17/06/2021;227007
3;OCUPADO;188105;03/10/2024;263992
1;VAGO;188107;12/02/2020;217966
3;OCUPADO;188108;19/08/2025;272226
1;VAGO;188110;25/06/2025;270494
2;OBSTRUIDO;188297;11/03/2022;233157
1;VAGO;188303;19/09/2025;273356
1;VAGO;188304;19/09/2025;273333
1;VAGO;188305;06/05/2025;269321
1;VAGO;188322;29/07/2025;271565
1;VAGO;188323;29/07/2025;271561
1;VAGO;188326;03/10/2024;263989
1;VAGO;188329;15/10/2024;264194
1;VAGO;188782;11/03/2025;267836
1;VAGO;188783;11/03/2025;267835
1;VAGO;188784;11/03/2025;267834
1;VAGO;188785;11/03/2022;233139
1;VAGO;188786;14/08/2025;272058
1;VAGO;188787;05/02/2025;266804
2;OBSTRUIDO;188933;03/09/2024;263198
3;OCUPADO;188942;12/09/2025;272932
3;OCUPADO;188949;19/01/2021;223760
1;VAGO;189397;13/01/2022;232103
1;VAGO;189398;13/01/2022;232104
1;VAGO;189403;29/07/2025;271553
1;VAGO;189405;29/07/2025;271555
1;VAGO;189424;15/12/2025;276099
3;OCUPADO;189498;15/10/2024;264196
1;VAGO;189500;28/11/2024;265246
2;OBSTRUIDO;189506;06/01/2025;265965
2;OBSTRUIDO;189507;07/11/2024;264683
1;VAGO;189508;15/08/2025;272120
1;VAGO;190050;16/12/2020;222990
2;OBSTRUIDO;190443;16/05/2023;243170
2;OBSTRUIDO;190444;16/05/2023;243171
1;VAGO;190445;16/05/2023;243172
1;VAGO;190446;16/05/2023;243173
2;OBSTRUIDO;190464;09/06/2025;270155
1;VAGO;190475;13/12/2023;253021
1;VAGO;190476;13/12/2023;253022
1;VAGO;190967;10/07/2023;244718
1;VAGO;190977;10/12/2019;216118
2;OBSTRUIDO;190996;09/11/2023;250099
1;VAGO;191478;15/09/2023;247737
2;OBSTRUIDO;191547;15/09/2023;247733
1;VAGO;191548;15/09/2023;247735
1;VAGO;191574;16/02/2024;254924
1;VAGO;191579;13/12/2023;253024
1;VAGO;191878;17/08/2020;220626
2;OBSTRUIDO;191882;14/02/2022;232716
1;VAGO;191885;28/04/2021;226094
1;VAGO;191886;28/04/2021;226095
1;VAGO;191900;27/02/2025;267552
1;VAGO;191908;25/08/2025;272379
6;CERCADO;191913;10/08/2022;236235
1;VAGO;192206;18/09/2023;247670
1;VAGO;192213;21/12/2024;265805
2;OBSTRUIDO;192214;28/05/2025;269963
1;VAGO;192216;03/09/2021;229376
1;VAGO;192217;03/09/2021;229377
1;VAGO;192237;22/05/2024;258197
1;VAGO;192242;12/09/2025;272936
1;VAGO;192589;23/09/2021;229873
1;VAGO;192590;21/12/2024;265813
1;VAGO;192591;16/07/2021;228101
1;VAGO;192597;23/09/2021;229876
3;OCUPADO;192609;21/10/2024;264362
3;OCUPADO;192610;11/11/2024;264829
1;VAGO;192628;06/06/2022;234836
1;VAGO;192963;22/09/2022;237117
1;VAGO;192987;16/07/2021;228103
1;VAGO;192988;16/07/2021;228105
1;VAGO;193009;16/09/2021;229764
1;VAGO;193010;16/09/2021;229767
1;VAGO;193011;11/03/2022;233140
1;VAGO;193012;03/01/2023;239610
1;VAGO;193013;14/07/2022;235517
1;VAGO;193014;14/07/2022;235520
2;OBSTRUIDO;193297;03/05/2023;242853
1;VAGO;193298;18/12/2024;265684
2;OBSTRUIDO;193299;28/05/2025;269971
1;VAGO;193300;19/01/2026;276824
1;VAGO;193310;06/02/2025;266806
1;VAGO;193313;29/07/2025;271634
2;OBSTRUIDO;193314;18/08/2025;272178
1;VAGO;193315;29/07/2025;271637
1;VAGO;193316;22/09/2025;273428
2;OBSTRUIDO;193317;29/07/2025;271639
1;VAGO;193630;28/04/2021;226097
1;VAGO;193631;28/04/2021;226099
1;VAGO;193632;10/02/2025;266915
1;VAGO;193650;08/02/2022;232573
2;OBSTRUIDO;193652;13/01/2025;267047
1;VAGO;193653;09/06/2025;270147
6;CERCADO;193654;11/08/2025;271897
3;OCUPADO;193655;09/06/2025;270228
1;VAGO;193660;12/09/2025;272938
2;OBSTRUIDO;193668;23/09/2021;229877
1;VAGO;193677;26/06/2025;270483
1;VAGO;193860;14/08/2025;272041
1;VAGO;193861;14/08/2025;272044
1;VAGO;193862;14/08/2025;272042
1;VAGO;193864;22/09/2025;273429
1;VAGO;193865;03/10/2024;263998
1;VAGO;193871;05/02/2025;266808
1;VAGO;193872;16/09/2021;229760
1;VAGO;193873;16/09/2021;229761
1;VAGO;193874;16/09/2021;229762
1;VAGO;193881;07/01/2025;266027
1;VAGO;193885;07/01/2025;266033
1;VAGO;193917;29/07/2025;271584
1;VAGO;193918;13/01/2025;266140
1;VAGO;193928;24/06/2020;219697
1;VAGO;194253;04/02/2022;232505
1;VAGO;194275;19/03/2021;225477
1;VAGO;194444;10/09/2024;263414
1;VAGO;194626;04/02/2022;232489
1;VAGO;194631;04/02/2022;232521
1;VAGO;194632;21/03/2023;241484
3;OCUPADO;194633;14/05/2025;269484
3;OCUPADO;194634;16/06/2025;270299
1;VAGO;194645;21/10/2022;237950
1;VAGO;194646;03/01/2023;239619
1;VAGO;194647;13/08/2020;220590
1;VAGO;194648;23/03/2020;218691
1;VAGO;194671;16/05/2023;243177
1;VAGO;194683;28/09/2021;230195
1;VAGO;195035;03/09/2024;263179
1;VAGO;195041;21/07/2022;235612
3;OCUPADO;195428;24/04/2025;269066
1;VAGO;195446;23/12/2024;265889
1;VAGO;195692;16/05/2023;243175
1;VAGO;195693;16/05/2023;243176
1;VAGO;195876;28/05/2025;269955
2;OBSTRUIDO;197972;29/01/2021;224034
1;VAGO;198721;26/03/2025;268345
1;VAGO;198722;26/03/2025;268344
1;VAGO;198723;26/03/2025;268343
1;VAGO;198724;26/03/2025;268342
6;CERCADO;198725;26/03/2025;268341
6;CERCADO;198726;26/03/2025;268340
1;VAGO;198733;26/03/2025;268338
1;VAGO;198734;26/03/2025;268337
6;CERCADO;198735;08/01/2026;276458
6;CERCADO;198736;14/08/2025;272083
2;OBSTRUIDO;198737;08/01/2026;276459
6;CERCADO;198739;14/08/2025;272080
6;CERCADO;198740;15/04/2024;257035
6;CERCADO;198742;26/03/2025;268331
6;CERCADO;198745;08/01/2026;276463
3;OCUPADO;206123;11/03/2024;255897
3;OCUPADO;206147;08/08/2024;262330
6;CERCADO;206401;12/04/2021;225765
3;OCUPADO;206451;26/10/2022;238076
1;VAGO;208259;24/09/2024;263743
2;OBSTRUIDO;208811;26/02/2024;255376
3;OCUPADO;208948;23/11/2022;238603
3;OCUPADO;208952;08/07/2024;259280
2;OBSTRUIDO;208991;11/11/2025;275200
6;CERCADO;209345;10/07/2024;261019
3;OCUPADO;209391;19/01/2026;276825
3;OCUPADO;209393;21/10/2024;264358
3;OCUPADO;210359;05/04/2024;256752
3;OCUPADO;210589;29/05/2024;258411
6;CERCADO;211901;26/01/2023;240123
6;CERCADO;211981;25/11/2025;275607
1;VAGO;211991;25/06/2025;270498
6;CERCADO;212005;13/01/2020;217054
6;CERCADO;212020;24/12/2024;265836
1;VAGO;212059;08/08/2024;262325
6;CERCADO;212103;14/10/2024;264131
1;VAGO;212105;24/06/2024;258909
1;VAGO;212182;18/05/2023;243393
6;CERCADO;212285;19/11/2021;231178
1;VAGO;212452;10/11/2023;250728
6;CERCADO;212466;26/07/2021;228258
2;OBSTRUIDO;212468;14/10/2021;230555
2;OBSTRUIDO;212551;18/07/2023;244959
1;VAGO;212684;07/02/2025;266941
1;VAGO;212685;15/09/2023;247751
0;SITUACAO NAO CADASTRADA;212744;25/04/2025;269075
1;VAGO;212781;14/11/2023;250757
1;VAGO;212857;22/04/2024;257248
3;OCUPADO;212998;16/11/2022;238484
3;OCUPADO;213000;16/11/2022;238485
3;OCUPADO;213002;16/11/2022;238486
6;CERCADO;213040;08/07/2024;259258
1;VAGO;213075;22/05/2024;258237
3;OCUPADO;213082;24/04/2025;269068
3;OCUPADO;213084;18/09/2024;263619
6;CERCADO;213170;24/04/2023;242479
3;OCUPADO;213203;24/04/2023;242549
3;OCUPADO;213210;03/07/2025;270712
2;OBSTRUIDO;213212;11/03/2024;255913
3;OCUPADO;213355;13/10/2022;237784
3;OCUPADO;213356;17/05/2023;243271
3;OCUPADO;213357;17/06/2024;258761
3;OCUPADO;213358;27/06/2023;244337
3;OCUPADO;238050;22/09/2025;273431
3;OCUPADO;238066;24/09/2025;273483
3;OCUPADO;238107;29/07/2025;271510
3;OCUPADO;238126;30/04/2025;269211
1;VAGO;238536;29/07/2025;271548
1;VAGO;238967;02/07/2025;270623
1;VAGO;238976;26/07/2021;228262
1;VAGO;238977;26/07/2021;228261
3;OCUPADO;238978;29/05/2024;258398
1;VAGO;238987;14/08/2025;272057
3;OCUPADO;239135;16/07/2024;261162
1;VAGO;239146;27/01/2023;240132
1;VAGO;239163;04/10/2023;248381
1;VAGO;239719;28/05/2025;269965
1;VAGO;239720;28/05/2025;269970
3;OCUPADO;239725;19/04/2022;233980
1;VAGO;239741;19/02/2024;254946
1;VAGO;239751;03/09/2025;272621
5;EM CONSTRUCAO;239834;10/04/2024;256869
2;OBSTRUIDO;239837;23/09/2021;229879
2;OBSTRUIDO;239838;23/09/2021;229880
2;OBSTRUIDO;239841;25/02/2025;267493
2;OBSTRUIDO;239842;06/12/2023;252495
1;VAGO;239845;17/07/2023;244930
1;VAGO;239847;19/02/2024;254952
3;OCUPADO;239863;18/02/2026;277630
1;VAGO;239864;30/11/2022;238782
1;VAGO;239865;26/06/2025;270496
1;VAGO;240091;28/10/2023;249654
1;VAGO;240104;16/07/2021;228107
1;VAGO;240105;16/07/2021;228108
1;VAGO;240408;28/04/2021;226101
1;VAGO;240409;28/04/2021;226102
1;VAGO;240422;28/04/2021;226103
3;OCUPADO;240582;06/02/2026;277507
2;OBSTRUIDO;240626;19/11/2025;275521
1;VAGO;240686;15/07/2021;228149
1;VAGO;240700;20/12/2022;239407
3;OCUPADO;241820;09/01/2025;266017
4;CONSTRUIDO;241826;08/08/2025;271844
3;OCUPADO;241897;20/04/2020;218968
1;VAGO;241941;09/03/2021;224999
1;VAGO;241970;18/12/2024;265696
1;VAGO;242052;30/04/2021;226087
1;VAGO;242053;30/04/2021;226088
2;OBSTRUIDO;242064;01/12/2021;231340
3;OCUPADO;242069;12/01/2026;276579
1;VAGO;242107;13/01/2025;266158
1;VAGO;242109;26/09/2024;263809
1;VAGO;242113;22/05/2024;258241
1;VAGO;242130;16/07/2021;228123
1;VAGO;242131;16/07/2021;228125
1;VAGO;242132;16/07/2021;228126
1;VAGO;242133;10/12/2021;231551
1;VAGO;242149;03/01/2023;239620
1;VAGO;242150;03/01/2023;239621
1;VAGO;242182;14/10/2025;274310
2;OBSTRUIDO;242227;11/07/2024;261092
1;VAGO;242235;13/06/2023;243943
1;VAGO;242243;23/01/2026;276914
1;VAGO;242244;23/01/2026;276906
0;SITUACAO NAO CADASTRADA;242248;28/01/2025;266509
3;OCUPADO;242249;28/01/2025;266511
0;SITUACAO NAO CADASTRADA;242250;28/01/2025;266512
0;SITUACAO NAO CADASTRADA;242251;28/01/2025;266513
0;SITUACAO NAO CADASTRADA;242252;28/01/2025;266514
1;VAGO;242256;14/08/2025;271995
1;VAGO;242258;06/07/2023;245431
1;VAGO;242260;01/10/2020;221359
1;VAGO;242261;21/04/2023;242449
1;VAGO;242262;01/10/2020;221361
1;VAGO;242265;07/08/2023;246125
1;VAGO;242266;19/09/2023;247756
1;VAGO;242267;26/01/2026;277032
1;VAGO;242268;05/09/2025;272720
1;VAGO;242269;05/09/2025;272721
1;VAGO;242270;05/09/2025;272722
1;VAGO;242271;26/01/2026;277033
1;VAGO;242272;15/08/2023;246480
1;VAGO;242273;15/08/2023;246481
1;VAGO;242277;07/02/2025;266868
6;CERCADO;242279;18/12/2024;265699
1;VAGO;242280;10/12/2019;216125
1;VAGO;242294;27/09/2021;230105
1;VAGO;242325;03/04/2025;268539
1;VAGO;242327;19/09/2023;247761
1;VAGO;242335;18/12/2024;265698
2;OBSTRUIDO;242359;14/08/2025;271996
1;VAGO;242361;30/04/2021;226090
1;VAGO;242375;16/02/2024;254955
1;VAGO;242687;28/05/2025;269957
2;OBSTRUIDO;242691;27/06/2022;235273
1;VAGO;242692;13/03/2025;267878
1;VAGO;242693;27/06/2022;235271
1;VAGO;242715;14/10/2020;221558
1;VAGO;242732;18/12/2020;223074
1;VAGO;242733;16/07/2021;228012
1;VAGO;242735;30/05/2025;269895
1;VAGO;242736;16/12/2020;222985
1;VAGO;242737;16/12/2020;222986
1;VAGO;242738;16/07/2021;228015
1;VAGO;242745;16/12/2020;222988
1;VAGO;242746;18/12/2020;223064
1;VAGO;242757;19/02/2024;254863
1;VAGO;242759;08/12/2021;231499
1;VAGO;242760;16/07/2020;220140
1;VAGO;242763;28/06/2021;227241
1;VAGO;243317;07/01/2021;223575
1;VAGO;243318;01/10/2020;221405
1;VAGO;243321;07/10/2025;274030
1;VAGO;243325;20/10/2025;274409
1;VAGO;243333;26/10/2023;249622
1;VAGO;243334;01/09/2021;229304
1;VAGO;243335;01/09/2021;229307
1;VAGO;243336;01/09/2021;229308
1;VAGO;243337;01/09/2021;229303
1;VAGO;243343;25/02/2025;267450
1;VAGO;243362;18/12/2020;223062
1;VAGO;243886;14/08/2025;272043
1;VAGO;243894;27/06/2023;244336
1;VAGO;243916;12/04/2021;225771
1;VAGO;243917;12/04/2021;225773
1;VAGO;243918;27/06/2022;235246
1;VAGO;243919;12/04/2021;225775
1;VAGO;243920;12/04/2021;225777
1;VAGO;243927;01/09/2021;229301
1;VAGO;243928;11/03/2022;233192
2;OBSTRUIDO;243934;24/05/2023;243482
3;OCUPADO;244149;07/06/2023;243773
1;VAGO;244403;22/06/2023;244191
1;VAGO;244404;22/06/2023;244192
3;OCUPADO;244414;19/07/2023;245178
2;OBSTRUIDO;244424;24/04/2023;242470
2;OBSTRUIDO;244431;28/05/2025;269972
2;OBSTRUIDO;244432;08/05/2025;269360
1;VAGO;244433;09/02/2021;224305
2;OBSTRUIDO;244531;16/03/2021;225218
1;VAGO;244532;03/11/2020;222263
5;EM CONSTRUCAO;244533;03/11/2020;222264
2;OBSTRUIDO;244535;08/12/2021;231494
1;VAGO;244536;16/03/2020;218654
1;VAGO;244541;03/11/2020;222272
2;OBSTRUIDO;244542;23/01/2026;276943
1;VAGO;244543;17/08/2020;220635
1;VAGO;244544;23/01/2026;276944
1;VAGO;244545;22/05/2024;258207
1;VAGO;244546;08/11/2024;264831
1;VAGO;244547;22/05/2024;258209
1;VAGO;244548;13/12/2023;253020
1;VAGO;244666;23/01/2026;276945
1;VAGO;244780;16/04/2021;225863
1;VAGO;244782;22/05/2024;258202
1;VAGO;244786;20/08/2021;228862
1;VAGO;244788;29/07/2025;271494
1;VAGO;244789;14/08/2025;271994
1;VAGO;244791;17/03/2023;241420
2;OBSTRUIDO;244881;17/04/2020;218932
1;VAGO;244997;30/08/2023;247018
1;VAGO;245001;30/08/2023;247017
3;OCUPADO;245012;16/10/2020;221615
1;VAGO;245023;04/05/2022;234193
1;VAGO;245024;09/09/2022;236861
4;CONSTRUIDO;245077;20/05/2025;269594
1;VAGO;245124;14/08/2025;272000
1;VAGO;245134;19/11/2025;275598
1;VAGO;245135;14/05/2021;226344
1;VAGO;245136;14/05/2021;226345
1;VAGO;245137;09/09/2022;236870
1;VAGO;245138;09/09/2022;236871
1;VAGO;245139;09/09/2022;236869
1;VAGO;245140;14/05/2021;226349
5;EM CONSTRUCAO;245141;17/09/2025;273238
1;VAGO;245151;12/03/2025;267861
1;VAGO;245155;11/06/2024;258597
1;VAGO;245156;11/06/2024;258598
1;VAGO;245164;20/08/2024;262628
1;VAGO;245165;20/08/2024;262765
3;OCUPADO;245283;04/09/2023;247384
3;OCUPADO;245351;21/10/2022;237979
3;OCUPADO;245385;18/02/2025;267235
3;OCUPADO;246019;26/08/2021;229125
3;OCUPADO;246020;26/08/2021;229157
3;OCUPADO;246021;26/08/2021;229158
3;OCUPADO;246022;26/08/2021;242975
1;VAGO;246052;24/12/2021;231831
3;OCUPADO;246139;11/11/2022;238435
3;OCUPADO;246149;27/09/2023;248105
3;OCUPADO;246150;15/07/2025;270994
3;OCUPADO;246201;06/05/2025;269312
3;OCUPADO;246445;15/07/2025;270998
2;OBSTRUIDO;246641;17/06/2020;219597
1;VAGO;246649;09/09/2022;236852
3;OCUPADO;246656;11/12/2023;252825
3;OCUPADO;246707;24/01/2023;240072
2;OBSTRUIDO;246715;23/10/2025;274545
3;OCUPADO;246767;24/05/2024;258260
1;VAGO;246827;22/09/2021;229853
2;OBSTRUIDO;246872;14/07/2020;220118
1;VAGO;246919;08/12/2021;231483
3;OCUPADO;246949;04/09/2024;263187
1;VAGO;246970;24/12/2021;231833
3;OCUPADO;246971;30/09/2025;273743
3;OCUPADO;247016;11/08/2022;236226
1;VAGO;247025;04/12/2020;222721
1;VAGO;247042;21/01/2025;266355
3;OCUPADO;422877;22/08/2024;262685
2;OBSTRUIDO;446634;23/05/2023;243463
3;OCUPADO;447116;04/01/2021;223411
3;OCUPADO;447120;10/06/2025;270195
3;OCUPADO;447123;27/01/2025;266470
3;OCUPADO;447128;01/10/2020;221388
3;OCUPADO;447177;06/08/2021;228539
3;OCUPADO;447203;04/04/2023;241958
1;VAGO;447328;04/09/2024;263188
3;OCUPADO;448817;13/08/2020;220607
1;VAGO;451327;02/09/2024;263111
1;VAGO;451330;25/07/2023;245400
1;VAGO;451331;25/07/2023;245401
1;VAGO;451338;25/07/2023;245403
3;OCUPADO;452400;10/03/2021;224881
1;VAGO;452405;14/11/2023;250722
2;OBSTRUIDO;452406;25/07/2023;245413
1;VAGO;452407;14/11/2023;250729
3;OCUPADO;454769;11/02/2025;267034
3;OCUPADO;455037;09/01/2025;266055
4;CONSTRUIDO;455057;30/05/2025;269885
3;OCUPADO;455078;08/10/2021;230526
2;OBSTRUIDO;455297;29/01/2024;254215
1;VAGO;455309;18/01/2025;266277
1;VAGO;455312;04/12/2020;222833
1;VAGO;455313;04/12/2020;222834
1;VAGO;455619;27/06/2025;270537
1;VAGO;455625;08/10/2021;230510
2;OBSTRUIDO;455633;03/11/2020;222178
2;OBSTRUIDO;455634;16/03/2023;241276
2;OBSTRUIDO;455635;25/04/2025;269151
1;VAGO;455637;10/02/2025;266912
1;VAGO;455961;04/04/2025;268576
1;VAGO;455965;26/02/2025;267524
1;VAGO;455966;26/02/2025;267525
1;VAGO;455967;20/12/2022;239449
1;VAGO;455968;20/12/2022;239450
1;VAGO;455969;20/12/2022;239430
2;OBSTRUIDO;455975;29/10/2020;222030
1;VAGO;455976;29/10/2020;222031
1;VAGO;456291;17/08/2020;220623
1;VAGO;456292;09/12/2020;222876
1;VAGO;456293;09/12/2020;222877
1;VAGO;456294;09/12/2020;222878
1;VAGO;456295;09/12/2020;222879
1;VAGO;456296;09/12/2020;222880
1;VAGO;456297;09/12/2020;222881
1;VAGO;456298;09/12/2020;222882
1;VAGO;456299;09/12/2020;222884
1;VAGO;456608;19/11/2025;275530
1;VAGO;456609;19/11/2025;275529
1;VAGO;456921;26/02/2025;267523
1;VAGO;456927;18/01/2025;266278
1;VAGO;456928;07/11/2023;250044
1;VAGO;456929;02/03/2026;277916
1;VAGO;456939;07/03/2025;267755
1;VAGO;456940;07/03/2025;267756
1;VAGO;457160;10/05/2021;226203
1;VAGO;457161;13/01/2022;232101
1;VAGO;457162;13/01/2022;232102
1;VAGO;457171;07/01/2025;266035
1;VAGO;457172;13/08/2020;220592
5;EM CONSTRUCAO;457205;15/10/2024;264189
1;VAGO;457206;04/10/2024;264019
2;OBSTRUIDO;457207;28/11/2024;265247
3;OCUPADO;457208;28/11/2024;265248
3;OCUPADO;457209;28/11/2024;265252
1;VAGO;457218;03/11/2020;222162
1;VAGO;457219;29/04/2020;219048
1;VAGO;457220;29/04/2020;219049
1;VAGO;457221;03/11/2020;222163
1;VAGO;457222;24/07/2020;220271
1;VAGO;457477;14/08/2023;246380
3;OCUPADO;457478;10/02/2025;266897
1;VAGO;457479;20/10/2021;230705
1;VAGO;457480;11/03/2022;233159
1;VAGO;457481;03/12/2020;222678
1;VAGO;457482;03/12/2020;222680
1;VAGO;457484;11/03/2022;233145
1;VAGO;457485;21/07/2022;235627
1;VAGO;457488;26/06/2025;270485
1;VAGO;457881;26/02/2025;267519
1;VAGO;457882;19/02/2024;254872
1;VAGO;457883;12/08/2021;228718
1;VAGO;457888;03/09/2025;272618
2;OBSTRUIDO;457900;23/01/2026;276950
1;VAGO;458294;17/08/2020;220624
1;VAGO;458295;28/01/2020;217616
1;VAGO;458296;06/10/2020;221438
1;VAGO;458297;22/12/2020;223169
3;OCUPADO;458298;19/12/2023;253167
1;VAGO;458303;12/12/2019;216300
1;VAGO;458304;11/09/2023;247453
1;VAGO;458305;03/11/2021;230917
3;OCUPADO;458306;21/01/2022;232226
3;OCUPADO;458307;21/01/2022;232227
3;OCUPADO;458309;27/05/2025;269944
1;VAGO;458310;18/01/2021;223730
1;VAGO;458311;22/08/2025;272344
1;VAGO;458314;29/10/2025;274721
1;VAGO;458317;08/06/2021;226757
1;VAGO;458318;30/11/2022;238793
1;VAGO;458319;30/11/2022;238794
1;VAGO;458320;28/06/2022;235237
1;VAGO;458321;28/06/2022;235239
1;VAGO;458322;28/06/2022;235242
1;VAGO;458323;28/06/2022;235243
1;VAGO;458324;28/06/2022;235244
1;VAGO;458325;28/11/2024;265233
1;VAGO;458326;10/12/2021;231544
1;VAGO;458335;08/06/2021;226763
1;VAGO;458532;30/08/2022;236644
1;VAGO;458538;27/07/2022;235782
1;VAGO;458539;20/12/2022;239431
1;VAGO;458540;01/02/2024;254569
1;VAGO;458541;01/02/2024;254570
1;VAGO;458542;05/06/2023;243934
1;VAGO;458543;01/02/2024;254571
1;VAGO;458544;20/12/2022;239432
1;VAGO;458549;19/09/2025;273324
4;CONSTRUIDO;458550;12/11/2025;275302
1;VAGO;458551;19/09/2025;273322
1;VAGO;458552;03/09/2025;272619
1;VAGO;458553;16/07/2021;228059
1;VAGO;458554;14/08/2025;272047
1;VAGO;458555;26/01/2023;240116
1;VAGO;458556;29/04/2020;219051
1;VAGO;458557;16/07/2021;228061
1;VAGO;458793;12/08/2021;228715
1;VAGO;458798;28/11/2024;265241
1;VAGO;458812;28/10/2023;249655
1;VAGO;459206;30/06/2025;270588
2;OBSTRUIDO;459609;24/09/2024;263715
1;VAGO;459612;07/01/2025;266042
1;VAGO;460266;11/03/2024;255885
1;VAGO;460275;20/10/2021;230710
1;VAGO;460278;20/10/2021;230711
6;CERCADO;460279;20/10/2021;230712
1;VAGO;460282;20/10/2021;230713
2;OBSTRUIDO;460283;09/10/2025;274146
2;OBSTRUIDO;460284;03/09/2025;272511
1;VAGO;460285;15/07/2021;228094
1;VAGO;460296;06/01/2022;232047
1;VAGO;460299;06/01/2022;232049
1;VAGO;460300;15/10/2025;274376
1;VAGO;460303;06/01/2022;232053
1;VAGO;460827;01/09/2023;247214
1;VAGO;460828;01/09/2023;247215
1;VAGO;460830;13/03/2025;267880
1;VAGO;460831;25/09/2025;273590
1;VAGO;460834;07/10/2025;274051
1;VAGO;460837;26/08/2024;262832
1;VAGO;460838;15/10/2025;274363
1;VAGO;460862;06/06/2023;243937
1;VAGO;460883;29/08/2023;247074
1;VAGO;461572;07/03/2025;267718
1;VAGO;461574;07/03/2025;267719
1;VAGO;461575;07/03/2025;267720
1;VAGO;461580;22/08/2025;272350
1;VAGO;461581;25/08/2025;272380
1;VAGO;461587;29/01/2024;254204
1;VAGO;461589;16/05/2023;243193
1;VAGO;461600;02/12/2024;265283
1;VAGO;462028;22/09/2022;237120
3;OCUPADO;462032;13/06/2022;235048
3;OCUPADO;462034;11/10/2022;237752
1;VAGO;462067;11/03/2021;224913
1;VAGO;462068;11/03/2021;224914
1;VAGO;462069;14/10/2020;221559
1;VAGO;462070;11/03/2021;224915
1;VAGO;462071;11/03/2021;224916
1;VAGO;462086;13/02/2023;240566
2;OBSTRUIDO;462090;13/02/2023;240565
1;VAGO;462103;17/12/2025;276155
1;VAGO;462348;29/10/2025;274745
1;VAGO;462352;11/08/2021;228695
1;VAGO;462354;11/08/2021;228696
3;OCUPADO;462373;06/03/2026;278107
1;VAGO;462385;29/10/2025;274753
1;VAGO;462393;29/10/2025;274759
1;VAGO;462394;29/10/2025;274760
1;VAGO;462763;06/07/2020;219939
1;VAGO;462770;06/07/2020;219940
1;VAGO;462771;07/06/2024;258584
1;VAGO;462772;15/07/2021;228106
1;VAGO;462784;19/03/2021;225476
1;VAGO;462789;28/10/2025;274719
1;VAGO;463265;18/06/2025;270369
1;VAGO;463826;06/05/2025;269332
1;VAGO;463829;06/05/2025;269329
1;VAGO;463830;18/01/2025;266282
1;VAGO;463835;17/06/2021;227008
1;VAGO;463839;17/06/2021;227012
2;OBSTRUIDO;463843;08/06/2021;226766
1;VAGO;463845;20/10/2025;274413
1;VAGO;463852;30/11/2022;238800
1;VAGO;463857;27/06/2022;235260
1;VAGO;463858;27/06/2022;235262
1;VAGO;464346;10/12/2025;276037
1;VAGO;464348;04/01/2022;231942
1;VAGO;464366;10/12/2025;276033
1;VAGO;464367;08/01/2026;276512
1;VAGO;464371;16/07/2021;228020
1;VAGO;464377;06/06/2022;234847
1;VAGO;464378;06/06/2022;234848
1;VAGO;464379;06/06/2022;234849
1;VAGO;464380;06/06/2022;234850
1;VAGO;464381;06/06/2022;234851
1;VAGO;464424;03/11/2025;274902
1;VAGO;464668;05/07/2024;259221
1;VAGO;464669;05/07/2024;259222
1;VAGO;464670;05/07/2024;259223
1;VAGO;464671;05/07/2024;259224
1;VAGO;464672;05/07/2024;259225
1;VAGO;464678;01/11/2022;238219
1;VAGO;464683;23/01/2026;276951
1;VAGO;464685;20/10/2025;274411
1;VAGO;464690;23/02/2024;255134
1;VAGO;464692;29/04/2024;257453
1;VAGO;464693;13/10/2022;237819
1;VAGO;464694;07/06/2024;258586
1;VAGO;464696;07/06/2024;258588
1;VAGO;464710;08/07/2024;259738
