CD_IMOVEL;SETOR;CIDADE;COD_DESTINACAO_IMOVEL;ANO_VENDA;EDITAL_VENDA;ITEM_EDITAL;VALOR_LAUDO;VALOR_VENDA;AREA_MAX_CONSTR;AREA_MAXIMA;AREA;QTD_OFERTAS
559479;SETOR HABITACIONAL JARDIM BOTANICO;SAO SEBASTIAO;60214;2021;1;26;415000;691050.78;1281.9;1281.9;854.6;19
559155;SETOR HABITACIONAL JARDIM BOTANICO;SAO SEBASTIAO;60214;2021;1;27;489000;650000;1200;1200;800;6
559158;SETOR HABITACIONAL JARDIM BOTANICO;SAO SEBASTIAO;60214;2021;1;28;489000;605000;1200;1200;800;5
559163;SETOR HABITACIONAL JARDIM BOTANICO;SAO SEBASTIAO;60214;2021;1;29;489000;610000;1200;1200;800;4
559179;SETOR HABITACIONAL JARDIM BOTANICO;SAO SEBASTIAO;60214;2021;1;30;489000;603500;1200;1200;800;4
559193;SETOR HABITACIONAL JARDIM BOTANICO;SAO SEBASTIAO;60214;2021;1;31;567000;667454.29;1423.08;1423.08;948.72;3
559252;SETOR HABITACIONAL JARDIM BOTANICO;SAO SEBASTIAO;60214;2021;1;32;534000;606000;1575.6;1575.6;1050.4;2
807409;PARANOÁ PARQUE;PARANOA;60221;2021;1;36;888000;1110000;1800.005;3240.009;1800.005;1
807410;PARANOÁ PARQUE;PARANOA;60221;2021;1;37;888000;1110000;1800.005;3240.009;1800.005;1
807411;PARANOÁ PARQUE;PARANOA;60221;2021;1;38;888000;1110000;1800.005;3240.009;1800.005;2
807413;PARANOÁ PARQUE;PARANOA;60221;2021;1;39;888000;1110000;1800.005;3240.009;1800.005;2
529057;RECANTO DAS EMAS;RECANTO DAS EMAS;60217;2021;1;40;283000;356500;708.75;905.625;393.75;2
529061;RECANTO DAS EMAS;RECANTO DAS EMAS;60217;2021;1;41;194000;200000;472.5;603.75;262.5;2
472894;AREA DE DESENVOLVIMENTO ECONOMICO;RECANTO DAS EMAS;60227;2021;1;45;139000;154050.5;446.4;446.4;111.6;2
833256;CENTRO URBANO;RECANTO DAS EMAS;60222;2021;1;46;5300000;5310000;14303.52;31785.6;7946.4;1
452400;SETOR HABITACIONAL RIACHO FUNDO              ;RIACHO FUNDO;60228;2021;1;47;429000;1101000.99;2160;2160;900;3
809546;HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60217;2021;1;48;304000;324000;434.084;930.18;310.06;2
809547;HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60217;2021;1;49;301000;316100;429.52;920.4;306.8;1
809549;HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60217;2021;1;50;304000;342000;434.602;931.29;310.43;3
809550;HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60217;2021;1;51;304000;361000;435.33;932.85;310.95;3
809551;HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60217;2021;1;52;302000;351000;431.802;925.29;308.43;4
808960;HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60217;2021;1;53;431000;1710000;648.676;1390.02;463.34;15
819074;HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60217;2021;1;54;106000;156450;127.4;273;91;3
819075;HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60217;2021;1;55;106000;150250;127.4;273;91;2
819076;HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60217;2021;1;56;106000;173550;127.4;273;91;2
819077;HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60217;2021;1;57;106000;169550;127.4;273;91;2
819078;HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60217;2021;1;58;106000;172950;127.4;273;91;5
192609;QN-SAMAMBAIA;SAMAMBAIA;60217;2021;1;59;2412;3800;1393.4;2786.8;696.7;3
192610;QN-SAMAMBAIA;SAMAMBAIA;60217;2021;1;60;2907;4010;1821.6;3096.72;910.8;3
190050;QN-SAMAMBAIA;SAMAMBAIA;60217;2021;1;61;698000;915000;1200;2400;600;1
166506;QS-SAMAMBAIA;SAMAMBAIA;60217;2021;1;62;143000;211999.99;200;350;100;2
166508;QS-SAMAMBAIA;SAMAMBAIA;60217;2021;1;63;143000;180000;350;350;100;2
167541;QS-SAMAMBAIA;SAMAMBAIA;60217;2021;1;65;143000;143000;200;350;100;1
242745;QN-SAMAMBAIA;SAMAMBAIA;60219;2021;1;66;66400;70101.5;200;300;100;2
242746;QN-SAMAMBAIA;SAMAMBAIA;60219;2021;1;67;66400;70101.5;200;300;100;1
87500;QR-SAMAMBAIA;SAMAMBAIA;60219;2021;1;71;91400;122999.99;100;150;50;1
457481;QN-SAMAMBAIA;SAMAMBAIA;60220;2021;1;79;109000;130000;200;300;100;2
457482;QN-SAMAMBAIA;SAMAMBAIA;60220;2021;1;80;109000;113013.07;200;300;100;1
242732;QN-SAMAMBAIA;SAMAMBAIA;60220;2021;1;81;66400;75000;200;300;100;3
242736;QN-SAMAMBAIA;SAMAMBAIA;60220;2021;1;85;66400;68400;200;300;100;1
242737;QN-SAMAMBAIA;SAMAMBAIA;60220;2021;1;86;66400;66500;300;300;100;1
243362;QN-SAMAMBAIA;SAMAMBAIA;60220;2021;1;88;66400;69000;200;300;100;1
455312;QS-SAMAMBAIA;SAMAMBAIA;60220;2021;1;89;109000;150000;200;300;100;7
455313;QS-SAMAMBAIA;SAMAMBAIA;60220;2021;1;90;109000;138900;200;300;100;5
456292;QS-SAMAMBAIA;SAMAMBAIA;60220;2021;1;91;66400;76440;200;300;100;5
456293;QS-SAMAMBAIA;SAMAMBAIA;60220;2021;1;92;66400;76510;200;300;100;4
456294;QS-SAMAMBAIA;SAMAMBAIA;60220;2021;1;93;66400;76440;200;300;100;3
456295;QS-SAMAMBAIA;SAMAMBAIA;60220;2021;1;94;66400;76440;200;300;100;3
456296;QS-SAMAMBAIA;SAMAMBAIA;60220;2021;1;95;66400;76410;200;300;100;1
456297;QS-SAMAMBAIA;SAMAMBAIA;60220;2021;1;96;66400;80100;200;300;100;5
456298;QS-SAMAMBAIA;SAMAMBAIA;60220;2021;1;97;66400;80000;200;300;100;4
456299;QS-SAMAMBAIA;SAMAMBAIA;60220;2021;1;98;66400;80000;200;300;100;3
247025;SANTA MARIA                                  ;SANTA MARIA;60222;2021;1;104;1410000;1815000;4081.63;7580.17;2915.45;1
504208;SANTA MARIA                                  ;SANTA MARIA;60222;2021;1;105;343000;400000;1232;2288;880;3
814744;BAIRRO RESIDENCIAL OESTE;SAO SEBASTIAO;60216;2021;1;107;728000;731000.99;1606.253;1927.503;642.501;1
814745;BAIRRO RESIDENCIAL OESTE;SAO SEBASTIAO;60216;2021;1;108;684000;724065.44;1505.283;1806.339;602.113;2
814746;BAIRRO RESIDENCIAL OESTE;SAO SEBASTIAO;60216;2021;1;109;687000;701000.99;1513.793;1816.551;605.517;1
63352;SETOR INDUSTRIAL                             ;SOBRADINHO;60224;2021;1;115;512000;531000;1400;1400;700;1
63353;SETOR INDUSTRIAL                             ;SOBRADINHO;60224;2021;1;116;512000;531000;1400;1400;700;1
63354;SETOR INDUSTRIAL                             ;SOBRADINHO;60224;2021;1;117;512000;561000;1400;1400;700;1
533040;SETOR M NORTE-QUADRA RESIDENCIAL             ;TAGUATINGA;60214;2021;1;118;143000;204100;256;256;128;5
534012;SETOR M NORTE-QUADRA RESIDENCIAL             ;TAGUATINGA;60214;2021;1;119;143000;150000;256;256;128;1
806998;SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;BRASILIA;60598;2021;2;2;157000;180000;15;15;15;2
807000;SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;BRASILIA;60598;2021;2;3;157000;180000;15;15;15;4
180981;SETOR M NORTE-QUADRA RESIDENCIAL             ;CEILANDIA;60217;2021;2;5;2410000;2508000;2620.76;7862.28;1310.38;1
156814;SETOR O NORTE-QUADRA RESIDENCIAL             ;CEILANDIA;60219;2021;2;6;418000;501000.5;924;1386;462;3
156815;SETOR O NORTE-QUADRA RESIDENCIAL             ;CEILANDIA;60219;2021;2;7;353000;401000.5;756;1134;378;2
156822;SETOR O NORTE-QUADRA RESIDENCIAL             ;CEILANDIA;60219;2021;2;8;353000;382990;756;1134;378;1
594223;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;2021;2;9;234000;350000;380.76;380.76;158.65;32
594628;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;2021;2;10;245000;351900;399.6;399.6;166.5;34
594689;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;2021;2;11;214000;358213;345.6;345.6;144;38
595871;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60221;2021;2;15;1390000;1603000;2700;3600;900;1
594200;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60222;2021;2;17;1390000;1603000;2700;3600;900;1
490850;SETOR COMPLEMENTAR INDUSTRIA E ABASTECIMENTO;GUARA;60224;2021;2;18;1910000;1911000;2016;2352;1120;1
559157;SETOR HABITACIONAL JARDIM BOTANICO;SAO SEBASTIAO;60214;2021;2;20;489000;635000;1200;1200;800;9
559159;SETOR HABITACIONAL JARDIM BOTANICO;SAO SEBASTIAO;60214;2021;2;21;489000;713713.13;1200;1200;800;6
559160;SETOR HABITACIONAL JARDIM BOTANICO;SAO SEBASTIAO;60214;2021;2;22;489000;687370;1200;1200;800;9
559161;SETOR HABITACIONAL JARDIM BOTANICO;SAO SEBASTIAO;60214;2021;2;23;489000;706000;1200;1200;800;7
559165;SETOR HABITACIONAL JARDIM BOTANICO;SAO SEBASTIAO;60214;2021;2;24;489000;571510.5;1200;1200;800;2
559166;SETOR HABITACIONAL JARDIM BOTANICO;SAO SEBASTIAO;60214;2021;2;25;489000;706370;1200;1200;800;13
559229;SETOR HABITACIONAL JARDIM BOTANICO;SAO SEBASTIAO;60214;2021;2;26;501000;657000;1461.42;1461.42;974.28;3
559230;SETOR HABITACIONAL JARDIM BOTANICO;SAO SEBASTIAO;60214;2021;2;27;492000;543910;1432.545;1432.545;955.03;3
559243;SETOR HABITACIONAL JARDIM BOTANICO;SAO SEBASTIAO;60214;2021;2;28;426000;687370;1200;1200;800;13
559248;SETOR HABITACIONAL JARDIM BOTANICO;SAO SEBASTIAO;60214;2021;2;29;465000;616500;1337.94;1337.94;891.96;6
807363;PARANOÁ PARQUE;PARANOA;60221;2021;2;32;787000;842000;1663.004;2993.407;1663.004;1
807364;PARANOÁ PARQUE;PARANOA;60221;2021;2;33;795000;850000;1687.506;3037.511;1687.506;1
807366;PARANOÁ PARQUE;PARANOA;60221;2021;2;35;787000;799990;1663.006;2993.411;1663.006;1
830412;SETOR RESIDENCIAL LESTE (URB-040/2015);PLANALTINA;60216;2021;2;36;124000;521101.99;360;480;200;8
597641;EXPANSÃO DO SETOR RESIDENCIAL LESTE;PLANALTINA;60216;2021;2;37;69000;70000;200;200;100;1
597712;EXPANSÃO DO SETOR RESIDENCIAL LESTE;PLANALTINA;60216;2021;2;38;69000;78901.99;200;200;100;4
62161;SETOR RESIDENCIAL LESTE (SRL);PLANALTINA;60216;2021;2;39;28500;41106;82.5;82.5;41.25;5
809008;HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60217;2021;2;47;308000;508500;440.706;944.37;314.79;13
819097;HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60217;2021;2;48;120000;165000;147;315;105;7
819099;HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60217;2021;2;49;120000;135000;147;315;105;3
819100;HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60217;2021;2;50;230000;235990;315;675;225;1
819102;HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60217;2021;2;51;120000;221000;147;315;105;3
508188;CENTRO URBANO;SAMAMBAIA;60217;2021;2;56;7350000;7361000;9108.3;15939.525;4554.15;1
458310;QN-SAMAMBAIA;SAMAMBAIA;60219;2021;2;68;109000;126440;200;300;100;1
458297;QN-SAMAMBAIA;SAMAMBAIA;60220;2021;2;75;147000;251117;300;450;150;2
465305;QS-SAMAMBAIA;SAMAMBAIA;60220;2021;2;76;137000;200000;500;750;250;1
465306;QS-SAMAMBAIA;SAMAMBAIA;60220;2021;2;77;137000;161900;500;750;250;2
465880;QS-SAMAMBAIA;SAMAMBAIA;60220;2021;2;78;66400;101301;200;300;100;5
465881;QS-SAMAMBAIA;SAMAMBAIA;60220;2021;2;79;66400;81202;200;300;100;3
465882;QS-SAMAMBAIA;SAMAMBAIA;60220;2021;2;80;66400;81550;200;300;100;2
465883;QS-SAMAMBAIA;SAMAMBAIA;60220;2021;2;81;66400;81550;200;300;100;2
243317;QS-SAMAMBAIA;SAMAMBAIA;60220;2021;2;82;257000;262040;1000;1500;500;1
468771;QS-SAMAMBAIA;SAMAMBAIA;60220;2021;2;89;67500;68300;205;307.5;102.5;1
468785;QS-SAMAMBAIA;SAMAMBAIA;60220;2021;2;92;113000;115900;400;600;200;1
468786;QS-SAMAMBAIA;SAMAMBAIA;60220;2021;2;93;113000;121200;400;600;200;1
468787;QS-SAMAMBAIA;SAMAMBAIA;60220;2021;2;94;113000;117990;400;600;200;1
524647;AREA DE DESENVOLVIMENTO ECONOMICO SUL;SAMAMBAIA;60225;2021;2;95;367000;375000;1457;1457;728.5;2
524776;AREA DE DESENVOLVIMENTO ECONOMICO SUL;SAMAMBAIA;60225;2021;2;96;186000;276599;705.5;705.5;352.75;3
526161;SANTA MARIA                                  ;SANTA MARIA;60216;2021;2;97;62600;85003.31;94.5;182.25;67.5;3
447116;SANTA MARIA                                  ;SANTA MARIA;60227;2021;2;99;105000;123302.8;288;518.4;288;1
208952;BAIRRO AGUAS CLARAS;TAGUATINGA;60222;2021;3;1;5350000;17373897.26;7200;7200;3600;7
63482;SETOR N NORTE-QUADRA COMERCIAL               ;CEILANDIA;60217;2021;3;6;383000;2350100;445.5;1113.75;222.75;15
72973;SETOR O NORTE-ENTREQUADRA                    ;CEILANDIA;60222;2021;3;15;156000;234000;300;600;150;2
527473;SETOR COMPLEMENTAR INDUSTRIA E ABASTECIMENTO;GUARA;60224;2021;3;16;1170000;1174200;1173.06;1368.57;651.7;2
509947;SETOR HABITACIONAL TAQUARI;LAGO NORTE;60211;2021;3;17;435000;721058.51;640;640;800;32
164223;SETOR DE OFICINAS E PEQUENAS INDUSTRIAS      ;NUCLEO BANDEIRANTE;60227;2021;3;19;289080;502000;425;575;250;10
807406;PARANOÁ PARQUE;PARANOA;60221;2021;3;20;1820000;2421000;3379.51;6083.118;3379.51;4
595363;EXPANSÃO DO SETOR RESIDENCIAL LESTE;PLANALTINA;60216;2021;3;21;69000;80000;200;200;100;2
597623;EXPANSÃO DO SETOR RESIDENCIAL LESTE;PLANALTINA;60216;2021;3;22;69000;80000;200;200;100;2
599050;SETOR RESIDENCIAL LESTE (SRL);PLANALTINA;60216;2021;3;23;41400;48201.1;120;120;60;3
599051;SETOR RESIDENCIAL LESTE (SRL);PLANALTINA;60216;2021;3;24;41400;50010;120;120;60;2
599052;SETOR RESIDENCIAL LESTE (SRL);PLANALTINA;60216;2021;3;25;41400;60000;120;120;60;5
599053;SETOR RESIDENCIAL LESTE (SRL);PLANALTINA;60216;2021;3;26;41400;44000;120;120;60;3
599055;SETOR RESIDENCIAL LESTE (SRL);PLANALTINA;60216;2021;3;27;41400;41400;120;120;60;1
241941;RECANTO DAS EMAS;RECANTO DAS EMAS;60216;2021;3;29;163000;210000;316.8;352;176;6
803230;HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60217;2021;3;30;403000;511000;525;1125;375;2
809156;HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60217;2021;3;31;342000;473322.41;433.986;929.97;309.99;3
809158;HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60217;2021;3;32;344000;568980;436.408;935.16;311.72;4
809159;HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60217;2021;3;33;341000;451100;433.384;928.68;309.56;3
809160;HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60217;2021;3;34;344000;490000;436.534;935.43;311.81;3
809161;HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60217;2021;3;35;343000;521000;435.848;933.96;311.32;7
808987;HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60222;2021;3;36;131000;155000;69.538;99.34;49.67;1
564860;CENTRO URBANO;SAMAMBAIA;60217;2021;3;48;436000;480000;779.19;779.19;259.73;1
564861;CENTRO URBANO;SAMAMBAIA;60217;2021;3;49;433000;480000;772.92;772.92;257.64;1
244433;QS-SAMAMBAIA;SAMAMBAIA;60218;2021;3;53;239000;261600;800;1600;400;2
492464;QN-SAMAMBAIA;SAMAMBAIA;60219;2021;3;54;358000;368100;674.78;1012.17;337.39;1
458304;QN-SAMAMBAIA;SAMAMBAIA;60220;2021;3;61;90900;90900;150;225;75;2
462067;QS-SAMAMBAIA;SAMAMBAIA;60220;2021;3;65;109000;143008.17;200;300;100;2
462068;QS-SAMAMBAIA;SAMAMBAIA;60220;2021;3;66;109000;143008.17;200;300;100;3
462070;QS-SAMAMBAIA;SAMAMBAIA;60220;2021;3;67;109000;143008.17;200;300;100;2
462071;QS-SAMAMBAIA;SAMAMBAIA;60220;2021;3;68;109000;135050;200;300;100;3
466677;QS-SAMAMBAIA;SAMAMBAIA;60220;2021;3;69;66400;102513.13;200;300;100;4
466678;QS-SAMAMBAIA;SAMAMBAIA;60220;2021;3;70;66400;102513.13;200;300;100;5
466679;QS-SAMAMBAIA;SAMAMBAIA;60220;2021;3;71;66400;102513.13;200;300;100;7
244531;QS-SAMAMBAIA;SAMAMBAIA;60220;2021;3;72;89500;94000.1;300;450;150;1
82317;QI-SAMAMBAIA;SAMAMBAIA;60227;2021;3;74;117000;125027.99;200;200;100;2
82318;QI-SAMAMBAIA;SAMAMBAIA;60227;2021;3;75;117000;120000;200;200;100;1
209391;BAIRRO AGUAS CLARAS;TAGUATINGA;60219;2021;4;1;800000;919900;408;816;408;2
65278;SETOR P NORTE-ENTREQUADRA                    ;CEILANDIA;60216;2021;4;5;65700;75570;90;180;45;2
154118;SETOR O NORTE-QUADRA RESIDENCIAL             ;CEILANDIA;60219;2021;4;10;353000;354000;756;1134;378;1
493149;SETOR DE DESENVOLVIMENTO ECONOMICO CENTRO NORTE;CEILANDIA;60224;2021;4;14;185000;252000;600;600;300;4
213040;SETOR DE MATERIAL DE CONSTRUCAO              ;CEILANDIA;60225;2021;4;15;291000;438855;2100;2100;1050;4
213203;SETOR DE MATERIAL DE CONSTRUCAO              ;CEILANDIA;60225;2021;4;16;256000;431800;1800;1800;900;1
594217;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;2021;4;17;225000;370000;345.6;345.6;144;13
594227;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;2021;4;18;225000;375750;345.6;345.6;144;14
594674;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;2021;4;19;274000;415200;427.944;427.944;178.31;9
594759;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;2021;4;20;238000;361000;366.552;366.552;152.73;10
594840;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60215;2021;4;21;225000;401999;345.6;345.6;144;11
559731;SETOR HABITACIONAL JARDIM BOTANICO;SAO SEBASTIAO;60214;2021;4;23;422000;633339;1223.64;1223.64;815.76;21
559278;SETOR HABITACIONAL JARDIM BOTANICO;SAO SEBASTIAO;60214;2021;4;24;498000;628300;1365.255;1365.255;910.17;6
559302;SETOR HABITACIONAL JARDIM BOTANICO;SAO SEBASTIAO;60214;2021;4;25;485000;751100;1323.27;1323.27;882.18;18
558888;SETOR HABITACIONAL JARDIM BOTANICO;SAO SEBASTIAO;60221;2021;4;26;1770000;2010000;3600;3600;1000;1
558869;SETOR HABITACIONAL JARDIM BOTANICO;SAO SEBASTIAO;60221;2021;4;28;496000;525910.99;600;600;400;3
510067;SETOR HABITACIONAL TAQUARI;LAGO NORTE;60211;2021;4;29;507000;677000;696.464;696.464;870.58;3
510089;SETOR HABITACIONAL TAQUARI;LAGO NORTE;60211;2021;4;30;574000;575000;823.4;823.4;1029.25;1
510289;SETOR HABITACIONAL TAQUARI;LAGO NORTE;60211;2021;4;31;477000;582000;636.4;636.4;795.5;6
206401;SETOR INDUSTRIAL BERNARDO SAYAO              ;NUCLEO BANDEIRANTE;60224;2021;4;32;1350000;1691000;2100;2100;1000;3
803164;HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60217;2021;4;35;490000;571975;630;1350;450;2
803185;HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60217;2021;4;39;490000;550000;630;1350;450;1
819065;HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60217;2021;4;41;122000;155000;127.4;273;91;3
819066;HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60217;2021;4;42;122000;140000;127.4;273;91;1
819068;HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60217;2021;4;44;122000;123550;127.4;273;91;2
819141;HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60217;2021;4;48;122000;122000;127.4;273;91;2
819143;HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60217;2021;4;50;122000;160001.99;127.4;273;91;4
819144;HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60217;2021;4;51;122000;147300;127.4;273;91;2
819145;HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60217;2021;4;52;122000;143000;127.4;273;91;2
819146;HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60217;2021;4;53;122000;143000;127.4;273;91;1
819147;HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60217;2021;4;54;122000;171000;127.4;273;91;3
809378;HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60222;2021;4;59;63000;71000.09;72.562;103.66;51.83;3
818815;HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60224;2021;4;62;952000;1001095.87;1599.5;1599.5;1142.5;1
590565;ADE OESTE - EXPANSÃO RESIDENCIAL OESTE DE SAMAMBAIA;SAMAMBAIA;60215;2021;4;63;70800;123800;256.14;256.14;128.07;1
590568;ADE OESTE - EXPANSÃO RESIDENCIAL OESTE DE SAMAMBAIA;SAMAMBAIA;60215;2021;4;66;68900;128950.08;247.14;247.14;123.57;3
166190;QS-SAMAMBAIA;SAMAMBAIA;60217;2021;4;67;143000;201223;200;350;100;4
167535;QS-SAMAMBAIA;SAMAMBAIA;60217;2021;4;68;143000;172035;200;350;100;3
194275;QS-SAMAMBAIA;SAMAMBAIA;60217;2021;4;69;143000;153000;200;350;100;1
194253;QS-SAMAMBAIA;SAMAMBAIA;60219;2021;4;75;133000;150556.25;200;300;100;2
80680;QS-SAMAMBAIA;SAMAMBAIA;60219;2021;4;81;109000;130440;200;300;100;3
243916;QN-SAMAMBAIA;SAMAMBAIA;60220;2021;4;82;66400;86320.1;200;300;100;1
243917;QN-SAMAMBAIA;SAMAMBAIA;60220;2021;4;83;66400;86320.1;200;300;100;1
243919;QN-SAMAMBAIA;SAMAMBAIA;60220;2021;4;85;66400;86320;200;300;100;1
243920;QN-SAMAMBAIA;SAMAMBAIA;60220;2021;4;86;66400;86320;200;300;100;2
462784;QS-SAMAMBAIA;SAMAMBAIA;60220;2021;4;87;109000;153600;200;300;100;4
525077;AREA DE DESENVOLVIMENTO ECONOMICO SUL;SAMAMBAIA;60227;2021;4;88;113000;123000;300;300;150;2
244149;QR-SAMAMBAIA;SAMAMBAIA;60230;2021;4;89;2220000;2713100;225;225;900;2
810435;BAIRRO SÃO BARTOLOMEU;SAO SEBASTIAO;60217;2021;4;93;352000;402034.34;840.516;916.926;305.642;4
810436;BAIRRO SÃO BARTOLOMEU;SAO SEBASTIAO;60217;2021;4;94;352000;365000;839.548;915.87;305.29;2
169099;BAIRRO AGUAS CLARAS-QS;TAGUATINGA;60217;2021;6;1;7410000;10117000;8561.3;16266.47;4280.65;1
169131;BAIRRO AGUAS CLARAS-QS;TAGUATINGA;60219;2021;6;2;3790000;4103000;7440;7440;3720;1
169133;BAIRRO AGUAS CLARAS-QS;TAGUATINGA;60219;2021;6;3;3760000;4103000;7376;7376;3688;1
475194;AREA DES/ECONOMICO-AGUAS CLARAS;TAGUATINGA;60227;2021;6;4;305000;371501.99;520;520;260;5
58166;SETOR DE RESIDENCIAS ECONOMICAS SUL          ;BRASILIA;1641;2021;6;5;1430000;1509990;1200;1200;1000;1
807024;SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;BRASILIA;60033;2021;6;8;7980000;8179500;2635.36;2635.36;728;2
807025;SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;BRASILIA;60033;2021;6;9;7270000;7450000;2766.4;2766.4;728;1
531201;SETOR R NORTE-CNR;CEILANDIA;60215;2021;6;10;36800;42000;132;132;55;2
55065;SETOR M NORTE-ENTREQUADRA                    ;CEILANDIA;60216;2021;6;11;83200;161101.01;100;200;50;4
63991;SETOR N NORTE-ENTREQUADRA                    ;CEILANDIA;60216;2021;6;12;82600;131101.01;100;200;50;3
595870;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60221;2021;6;19;1440000;2110000;2700;3600;900;4
559171;SETOR HABITACIONAL JARDIM BOTANICO;SAO SEBASTIAO;60214;2021;6;20;719000;832028.59;1751.97;1751.97;1167.98;1
559181;SETOR HABITACIONAL JARDIM BOTANICO;SAO SEBASTIAO;60214;2021;6;21;515000;810000;1200;1200;800;8
559192;SETOR HABITACIONAL JARDIM BOTANICO;SAO SEBASTIAO;60214;2021;6;22;596000;728999.99;1423.08;1423.08;948.72;8
559276;SETOR HABITACIONAL JARDIM BOTANICO;SAO SEBASTIAO;60214;2021;6;23;484000;677600;1320;1320;880;8
510919;SETOR HABITACIONAL TAQUARI;LAGO NORTE;60211;2021;6;24;1181970;1350000;1575.232;1575.232;1969.04;3
242361;RECANTO DAS EMAS;RECANTO DAS EMAS;60216;2021;6;26;186000;190550;418.95;465.5;232.75;1
245135;RECANTO DAS EMAS;RECANTO DAS EMAS;60217;2021;6;27;108000;109000;220.878;282.233;122.71;1
245136;RECANTO DAS EMAS;RECANTO DAS EMAS;60217;2021;6;28;80700;81700;161.244;206.034;89.58;1
245140;RECANTO DAS EMAS;RECANTO DAS EMAS;60217;2021;6;29;51800;58700;100.332;128.202;55.74;1
245141;RECANTO DAS EMAS;RECANTO DAS EMAS;60217;2021;6;30;51000;68000;98.64;126.04;54.8;1
242052;SETOR HOSPITALAR;RECANTO DAS EMAS;60217;2021;6;32;267000;275000;508.428;649.658;282.46;1
242053;SETOR HOSPITALAR;RECANTO DAS EMAS;60217;2021;6;33;267000;275000;508.428;649.658;282.46;1
472984;AREA DE DESENVOLVIMENTO ECONOMICO;RECANTO DAS EMAS;60227;2021;6;34;144000;145000;463.36;463.36;115.84;2
240408;QR-SAMAMBAIA;SAMAMBAIA;60213;2021;6;40;485000;503111.11;1800;3150;900;2
564969;CENTRO URBANO;SAMAMBAIA;60217;2021;6;41;29200000;35069200;32911;74049.75;16455.5;2
508318;CENTRO URBANO;SAMAMBAIA;60217;2021;6;42;6860000;6902000;8497.26;14870.205;4248.63;1
81085;QS-SAMAMBAIA;SAMAMBAIA;60217;2021;6;43;1570000;1733010;2993;5088.1;1496.5;2
240409;QR-SAMAMBAIA;SAMAMBAIA;60218;2021;6;44;450000;493110;1800;2700;900;1
240422;QN-SAMAMBAIA;SAMAMBAIA;60219;2021;6;48;377000;452110;1500;2250;750;1
