CD_IMOVEL;SETOR;CIDADE;COD_DESTINACAO_IMOVEL;ANO_VENDA;EDITAL_VENDA;ITEM_EDITAL;VALOR_LAUDO;VALOR_VENDA;AREA_MAX_CONSTR;AREA_MAXIMA;AREA;QTD_OFERTAS
564891;CENTRO URBANO;SAMAMBAIA;60217;2023;8;65;549000;3100000;924.6;924.6;308.2;1
186403;QS-SAMAMBAIA;SAMAMBAIA;60217;2023;8;67;129000;175100;200;350;100;3
186478;QN-SAMAMBAIA;SAMAMBAIA;60219;2023;8;70;143000;186000;200;300;100;1
243894;QS-SAMAMBAIA;SAMAMBAIA;60219;2023;8;78;72000;78000;200;300;100;1
244424;QS-SAMAMBAIA;SAMAMBAIA;60219;2023;8;79;1040000;1127000;3920;5880;1960;2
190967;QS-SAMAMBAIA;SAMAMBAIA;60219;2023;8;80;193000;201000;300;450;150;1
81078;QS-SAMAMBAIA;SAMAMBAIA;60219;2023;8;81;193000;213999.99;300;450;150;2
458542;QN-SAMAMBAIA;SAMAMBAIA;60220;2023;8;85;99300;105300;150;225;75;1
460862;QN-SAMAMBAIA;SAMAMBAIA;60220;2023;8;87;298000;298004.05;619.6;929.4;309.8;1
524927;AREA DE DESENVOLVIMENTO ECONOMICO SUL;SAMAMBAIA;60227;2023;8;91;93600;103999.99;210;210;105;1
525015;AREA DE DESENVOLVIMENTO ECONOMICO SUL;SAMAMBAIA;60227;2023;8;92;93600;95000;210;210;105;1
525057;AREA DE DESENVOLVIMENTO ECONOMICO SUL;SAMAMBAIA;60227;2023;8;93;93600;122100;210;210;105;3
212551;BAIRRO AGUAS CLARAS;TAGUATINGA;60217;2023;9;1;2420000;3285333;1479.552;2465.92;1232.96;3
589715;SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;BRASILIA;1893;2023;9;2;19600000;31000000;6300;6300;1000;2
589716;SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;BRASILIA;1893;2023;9;3;19600000;33000000;6300;6300;1000;2
840632;SETOR DE EMBAIXADAS NORTE                    ;BRASILIA;60308;2023;9;8;16000000;19535000;9774.792;9774.792;8145.66;1
181154;SETOR N NORTE-QUADRA RESIDENCIAL             ;CEILANDIA;60217;2023;9;10;1920000;3840000;2000;6000;1000;1
181112;SETOR N NORTE-QUADRA RESIDENCIAL             ;CEILANDIA;60217;2023;9;10;1920000;3840000;2000;6000;1000;1
67316;SETOR INDUSTRIAL I                           ;CEILANDIA;60227;2023;9;16;63100;87777.77;240;240;120;6
67317;SETOR INDUSTRIAL I                           ;CEILANDIA;60227;2023;9;17;63100;74000;240;240;120;6
842609;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;2023;9;20;306000;379600;432.68;432.68;432.68;5
842610;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;2023;9;21;301000;361999.99;420;420;420;3
842611;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;2023;9;22;301000;305900;420;420;420;1
842612;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;2023;9;23;301000;351111.99;420;420;420;4
842613;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;2023;9;24;301000;321500;420;420;420;3
842614;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;2023;9;25;301000;321000.34;420;420;420;1
842616;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;2023;9;27;301000;305150;420;420;420;1
842617;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;2023;9;28;321000;326500;477.7;477.7;477.7;5
842620;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;2023;9;31;329000;400000;503.26;503.26;503.26;6
842621;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;2023;9;32;301000;332000;420;420;420;1
842622;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;2023;9;33;301000;305070;420;420;420;3
842624;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;2023;9;35;301000;302000;420;420;420;1
842626;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;2023;9;37;301000;321010;420;420;420;2
842627;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;2023;9;38;301000;341000;420;420;420;5
842628;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;2023;9;39;306000;371600;435;435;435;6
842629;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;2023;9;40;365000;465999.99;627.07;627.07;627.07;12
842630;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;2023;9;41;367000;403790.9;631.54;631.54;631.54;4
559530;SETOR HABITACIONAL JARDIM BOTANICO;SAO SEBASTIAO;60214;2023;9;42;802000;880000.01;1757.235;1757.235;1171.49;1
559295;SETOR HABITACIONAL JARDIM BOTANICO;SAO SEBASTIAO;60214;2023;9;44;663000;781374.15;1323;1323;882;3
559319;SETOR HABITACIONAL JARDIM BOTANICO;SAO SEBASTIAO;60214;2023;9;45;609000;695214;1200;1200;800;5
807334;PARANOÁ PARQUE;PARANOA;60221;2023;9;49;866000;888777;1843.759;3318.766;1843.759;1
807340;PARANOÁ PARQUE;PARANOA;60221;2023;9;50;860000;960000.99;1825.006;3285.011;1825.006;2
840774;PARANOÁ PARQUE;PARANOA;60223;2023;9;56;3620000;3651000;16372.02;16372.02;8186.01;1
840775;PARANOÁ PARQUE;PARANOA;60223;2023;9;57;10400000;10441000;60697.22;60697.22;30348.61;2
451327;SETOR HABITACIONAL RIACHO FUNDO              ;RIACHO FUNDO;60217;2023;9;63;375000;461113.11;675;675;225;3
451330;SETOR HABITACIONAL RIACHO FUNDO              ;RIACHO FUNDO;60217;2023;9;64;375000;422000;675;675;225;3
451331;SETOR HABITACIONAL RIACHO FUNDO              ;RIACHO FUNDO;60217;2023;9;65;375000;422000;675;675;225;2
451338;SETOR HABITACIONAL RIACHO FUNDO              ;RIACHO FUNDO;60217;2023;9;66;375000;451000;675;675;225;3
452406;SETOR HABITACIONAL RIACHO FUNDO              ;RIACHO FUNDO;60217;2023;9;68;2440000;2700000.01;5512.5;7717.5;1837.5;1
564882;CENTRO URBANO;SAMAMBAIA;60217;2023;9;72;573000;3410000;967.95;967.95;322.65;1
564884;CENTRO URBANO;SAMAMBAIA;60217;2023;9;72;546000;3410000;918.06;918.06;306.02;1
564881;CENTRO URBANO;SAMAMBAIA;60217;2023;9;72;586000;3410000;992.91;992.91;330.97;1
564880;CENTRO URBANO;SAMAMBAIA;60217;2023;9;72;597000;3410000;1014.51;1014.51;338.17;1
564885;CENTRO URBANO;SAMAMBAIA;60217;2023;9;72;549000;3410000;923.34;923.34;307.78;1
564883;CENTRO URBANO;SAMAMBAIA;60217;2023;9;72;559000;3410000;942.99;942.99;314.33;1
564980;CENTRO URBANO;SAMAMBAIA;60217;2023;9;73;864000;886000;1008.54;1512.81;504.27;1
81081;QS-SAMAMBAIA;SAMAMBAIA;60217;2023;9;75;1640000;2150000;2886;4906.2;1443;3
466644;QS-SAMAMBAIA;SAMAMBAIA;60219;2023;9;76;72000;107000;200;300;100;1
239845;QS-SAMAMBAIA;SAMAMBAIA;60220;2023;9;84;81800;86100;100;150;50;1
246149;SANTA MARIA                                  ;SANTA MARIA;60218;2023;9;88;112000;112000;280;500;200;1
810438;BAIRRO SÃO BARTOLOMEU;SAO SEBASTIAO;60217;2023;9;91;356000;391599;847.341;924.372;308.124;2
810442;BAIRRO SÃO BARTOLOMEU;SAO SEBASTIAO;60217;2023;9;93;352000;365000;836.839;912.915;304.305;3
810443;BAIRRO SÃO BARTOLOMEU;SAO SEBASTIAO;60217;2023;9;94;346000;416050;822.528;897.303;299.101;4
810492;BAIRRO SÃO BARTOLOMEU;SAO SEBASTIAO;60217;2023;9;95;478000;533000;1148.95;1253.4;417.8;4
828901;BAIRRO CRIXÁ;SAO SEBASTIAO;60223;2023;9;97;994000;1821000;1050.037;1890.067;1050.037;1
63349;SETOR INDUSTRIAL                             ;SOBRADINHO;60224;2023;9;106;564000;651000;1400;1400;700;1
63350;SETOR INDUSTRIAL                             ;SOBRADINHO;60224;2023;9;107;564000;651000;1400;1400;700;1
63351;SETOR INDUSTRIAL                             ;SOBRADINHO;60224;2023;9;108;564000;651000;1400;1400;700;1
169189;BAIRRO AGUAS CLARAS-QS;TAGUATINGA;60219;2023;10;1;1380000;1877777.77;2379.84;2379.84;1189.92;3
65439;SETOR P NORTE-ENTREQUADRA                    ;CEILANDIA;60216;2023;10;5;67770;101000;80;160;40;4
156720;SETOR O NORTE-QUADRA RESIDENCIAL             ;CEILANDIA;60219;2023;10;7;354000;361000;756;1134;378;1
493542;SETOR DE DESENVOLVIMENTO ECONOMICO CENTRO NORTE;CEILANDIA;60227;2023;10;8;222000;235500;741.42;741.42;370.71;1
493497;SETOR DE DESENVOLVIMENTO ECONOMICO CENTRO NORTE;CEILANDIA;60224;2023;10;9;331000;486600;1200;1200;600;6
60669;SETOR LESTE INDUSTRIAL                       ;GAMA;60220;2023;10;12;611000;824850;3750;3750;1500;6
59524;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;1000;2023;10;13;189000;421100;45;45;45;5
593990;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60215;2023;10;15;277000;318888.88;404.208;404.208;168.42;2
841314;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60222;2023;10;16;668000;670105;886.815;886.815;591.21;1
841316;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60222;2023;10;17;792000;794105;1057.74;1057.74;705.16;1
842636;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;2023;10;25;301000;305000;420;420;420;1
842638;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;2023;10;27;301000;324000;420;420;420;2
842639;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;2023;10;28;330000;356000;505.93;505.93;505.93;4
842643;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;2023;10;32;301000;315500;420;420;420;2
842646;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;2023;10;35;301000;313300;420;420;420;1
842647;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;2023;10;36;301000;305000.5;420;420;420;1
842653;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;2023;10;42;318000;340113.26;469.47;469.47;469.47;3
842654;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;2023;10;43;301000;301000;420;420;420;1
842655;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;2023;10;44;301000;302000.13;420;420;420;1
842656;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;2023;10;45;301000;301000;420;420;420;1
842657;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;2023;10;46;301000;305050.01;420;420;420;1
842659;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;2023;10;48;301000;308000;420;420;420;4
842661;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;2023;10;50;301000;307000.09;420;420;420;1
842662;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;2023;10;51;329000;340000;502.96;502.96;502.96;1
842663;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;2023;10;52;320000;326601;475.64;475.64;475.64;1
842664;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;2023;10;53;330000;333000;507.14;507.14;507.14;1
842667;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;2023;10;56;301000;312123.99;420;420;420;1
842672;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;2023;10;61;301000;305490;420;420;420;1
842673;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;2023;10;62;324000;335123.45;487.47;487.47;487.47;1
842703;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;2023;10;69;301000;303300;420;420;420;1
842704;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;2023;10;70;301000;335300;420;420;420;1
842705;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;2023;10;71;301000;305000;420;420;420;1
842709;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;2023;10;75;301000;337100.98;420;420;420;1
842712;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;2023;10;78;318000;328100;469.47;469.47;469.47;2
842713;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;2023;10;79;302000;304000;422.79;422.79;422.79;1
842714;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;2023;10;80;304000;324242.42;428.07;428.07;428.07;2
842715;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;2023;10;81;324000;330000;487.47;487.47;487.47;1
842720;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;2023;10;86;301000;331001.99;420;420;420;1
842721;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;2023;10;87;301000;307015.4;420;420;420;1
842722;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;2023;10;88;301000;308008.08;420;420;420;1
842723;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;2023;10;89;301000;351010;420;420;420;1
842727;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;2023;10;93;346000;446500;560.67;560.67;560.67;2
842728;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;2023;10;94;307000;312000;438.17;438.17;438.17;1
510206;SETOR HABITACIONAL TAQUARI;LAGO NORTE;60211;2023;10;96;911000;973594;960;960;1200;1
807368;PARANOÁ PARQUE;PARANOA;60221;2023;10;100;6110000;6782100;15631.399;28136.518;15631.399;3
244997;RECANTO DAS EMAS;RECANTO DAS EMAS;60217;2023;10;101;1460000;1899000;3425.22;4757.25;1902.9;4
245001;RECANTO DAS EMAS;RECANTO DAS EMAS;60217;2023;10;102;238000;309999.99;493.776;630.936;274.32;2
809758;HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60222;2023;10;103;68500;110026;70;100;50;6
809818;HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60223;2023;10;104;53600;89100;52.542;75.06;37.53;4
71485;QR-SAMAMBAIA;SAMAMBAIA;60213;2023;10;105;1050000;1444444.44;1800;3150;900;1
77404;QR-SAMAMBAIA;SAMAMBAIA;60215;2023;10;106;179000;260000;386;386;193;3
187323;QS-SAMAMBAIA;SAMAMBAIA;60217;2023;10;109;155000;156000;200;350;100;2
76413;QN-SAMAMBAIA;SAMAMBAIA;60219;2023;10;112;971000;1012000;1800;2700;900;1
77183;QN-SAMAMBAIA;SAMAMBAIA;60219;2023;10;114;1340000;1666666.66;2498.78;3748.17;1249.39;2
465879;QS-SAMAMBAIA;SAMAMBAIA;60219;2023;10;125;203000;267777;707.5;1061.25;353.75;2
457477;QN-SAMAMBAIA;SAMAMBAIA;60220;2023;10;126;119000;132000;200;300;100;1
460883;QN-SAMAMBAIA;SAMAMBAIA;60220;2023;10;127;203000;204063.99;400;600;200;1
460827;QS-SAMAMBAIA;SAMAMBAIA;60220;2023;10;134;1140000;1200000;2568.96;3853.44;1284.48;1
460828;QS-SAMAMBAIA;SAMAMBAIA;60220;2023;10;135;1140000;1200000;2568.96;3853.44;1284.48;1
524885;AREA DE DESENVOLVIMENTO ECONOMICO SUL;SAMAMBAIA;60225;2023;10;136;127000;128012;420;420;210;1
525096;AREA DE DESENVOLVIMENTO ECONOMICO SUL;SAMAMBAIA;60227;2023;10;137;93600;95999.99;210;210;105;1
474405;AREA DES/ECONOMICO-AGUAS CLARAS;TAGUATINGA;60227;2023;11;1;195000;306000;300;300;150;3
212685;SETOR DE HAB COLETIVAS SUDOESTE              ;BRASILIA;1504;2023;11;2;614000;2053000;230.4;230.4;576;9
156776;SETOR O NORTE-QUADRA RESIDENCIAL             ;CEILANDIA;60219;2023;11;6;440000;440000;972;1458;486;1
65863;SETOR INDUSTRIAL I                           ;CEILANDIA;60221;2023;11;7;66300;86500;366;366;183;6
65864;SETOR INDUSTRIAL I                           ;CEILANDIA;60221;2023;11;8;66300;87500;366;366;183;5
66378;SETOR INDUSTRIAL I                           ;CEILANDIA;60225;2023;11;9;106000;180000;480.375;480.375;320.25;7
66520;SETOR INDUSTRIAL I                           ;CEILANDIA;60225;2023;11;10;74400;83900;315;315;210;1
66522;SETOR INDUSTRIAL I                           ;CEILANDIA;60225;2023;11;11;74400;106000;315;315;210;2
67062;SETOR INDUSTRIAL I                           ;CEILANDIA;60225;2023;11;13;214000;322222.22;1400;1400;700;8
595209;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;2023;11;14;259000;373333.33;360;360;150;3
595210;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;2023;11;15;259000;339000;360;360;150;4
595211;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;2023;11;16;252000;369000;349.2;349.2;145.5;8
595214;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;2023;11;17;276000;367777.77;387.48;387.48;161.45;7
595216;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;2023;11;18;276000;401101.5;387.48;387.48;161.45;6
595223;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;2023;11;19;305000;431101.5;434.52;434.52;181.05;8
595224;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60214;2023;11;20;364000;602905.23;530.952;530.952;221.23;12
842432;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;2023;11;29;301000;303000;420;420;420;1
842436;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;2023;11;33;318000;330000;470.69;470.69;470.69;2
842495;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;2023;11;34;351000;372500;577.53;577.53;577.53;3
842497;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;2023;11;36;301000;309000;420;420;420;1
842498;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;2023;11;37;301000;309000;420;420;420;1
842500;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;2023;11;39;315000;315789.46;460.92;460.92;460.92;1
842505;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;2023;11;44;324000;333800;487.92;487.92;487.92;1
842509;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;2023;11;48;304000;308389;427.64;427.64;427.64;1
842510;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;2023;11;49;305000;310000;430.77;430.77;430.77;1
842516;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;2023;11;55;301000;308000;420;420;420;1
842524;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;2023;11;63;338000;339000;532.27;532.27;532.27;1
842528;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;2023;11;67;301000;302000;420;420;420;1
842536;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;2023;11;75;301000;306704.22;420;420;420;1
842537;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;2023;11;76;301000;311525.5;420;420;420;1
842539;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;2023;11;78;301000;308525;420;420;420;1
842541;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;2023;11;80;338000;351234.57;532.27;532.27;532.27;1
842542;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;JARDIM BOTÂNICO;285;2023;11;81;338000;353001;532.27;532.27;532.27;1
242327;RECANTO DAS EMAS;RECANTO DAS EMAS;60216;2023;11;92;130000;135000;270;300;150;1
515151;RECANTO DAS EMAS;RECANTO DAS EMAS;60216;2023;11;97;706000;750000;1879.29;2088.1;1044.05;1
242266;RECANTO DAS EMAS;RECANTO DAS EMAS;60217;2023;11;98;137000;147777.77;270;345;150;1
76404;QN-SAMAMBAIA;SAMAMBAIA;60217;2023;11;103;155000;205001;200;350;100;3
191478;QN-SAMAMBAIA;SAMAMBAIA;60217;2023;11;104;155000;235000;200;350;100;2
239163;QS-SAMAMBAIA;SAMAMBAIA;60218;2023;11;107;938000;958000;2100;3150;1050;1
191547;QS-SAMAMBAIA;SAMAMBAIA;60219;2023;11;110;143000;145600;200;300;100;1
191548;QS-SAMAMBAIA;SAMAMBAIA;60219;2023;11;111;143000;145600;200;300;100;1
828903;BAIRRO CRIXÁ;SAO SEBASTIAO;60223;2023;11;120;1070000;1111000;1089.631;1961.336;1089.631;1
832621;SETOR HABITACIONAL VICENTE PIRES - TRECHO 01;VICENTE PIRES;60214;2023;11;123;565000;581003.49;1617;1617;808.5;1
825225;SETOR HABITACIONAL VICENTE PIRES - TRECHO 03;VICENTE PIRES;60214;2023;11;125;180000;310000;518.12;518.12;259.06;3
212452;BAIRRO AGUAS CLARAS;TAGUATINGA;60217;2023;13;1;8350000;15893000;7500;10500;1500;2
208811;BAIRRO AGUAS CLARAS;TAGUATINGA;60220;2023;13;2;7500000;13623000;5400;9000;1800;3
212781;SETOR DE HAB COLETIVAS SUDOESTE              ;BRASILIA;60556;2023;13;4;645000;2160000;864;864;576;5
212684;SETOR DE HAB COLETIVAS SUDOESTE              ;BRASILIA;60556;2023;13;5;971000;2498000;1269.435;1269.435;846.29;1
589643;SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;BRASILIA;1898;2023;13;7;8490000;8560000;4395.6;4395.6;1998;2
807172;SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;BRASILIA;60602;2023;13;9;5710000;7704200;300;300;1200;2
20151;SETOR DE MANSOES DO LAGO-INTERNA;BRASILIA;60212;2023;13;11;2160000;2188888.89;4000;4000;5000;1
531197;SETOR R NORTE-CNR;CEILANDIA;60215;2023;13;13;19600;27000;60;60;25;8
66330;SETOR INDUSTRIAL I                           ;CEILANDIA;60221;2023;13;15;66300;121119;366;366;183;2
66550;SETOR INDUSTRIAL I                           ;CEILANDIA;60225;2023;13;17;74400;101000;315;315;210;3
66551;SETOR INDUSTRIAL I                           ;CEILANDIA;60225;2023;13;18;74400;110500;315;315;210;4
66552;SETOR INDUSTRIAL I                           ;CEILANDIA;60225;2023;13;19;74400;101000;315;315;210;2
66613;SETOR INDUSTRIAL I                           ;CEILANDIA;60225;2023;13;20;74400;128300;315;315;210;3
66614;SETOR INDUSTRIAL I                           ;CEILANDIA;60225;2023;13;21;74400;125300;315;315;210;3
66615;SETOR INDUSTRIAL I                           ;CEILANDIA;60225;2023;13;22;74400;132500;315;315;210;3
67063;SETOR INDUSTRIAL I                           ;CEILANDIA;60225;2023;13;23;214000;341000.22;1400;1400;700;5
67064;SETOR INDUSTRIAL I                           ;CEILANDIA;60225;2023;13;24;214000;341000.22;1400;1400;700;5
67065;SETOR INDUSTRIAL I                           ;CEILANDIA;60225;2023;13;25;214000;341000.22;1400;1400;700;7
493346;SETOR DE DESENVOLVIMENTO ECONOMICO CENTRO NORTE;CEILANDIA;60227;2023;13;26;174000;222694.99;400;400;200;1
507224;SETOR DE MULTIPLAS ATIVIDADES;GAMA;60224;2023;13;27;254000;279400;360;576;360;3
507294;SETOR DE MULTIPLAS ATIVIDADES;GAMA;60224;2023;13;28;241000;277150;313.05;500.88;313.05;2
59530;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;1000;2023;13;29;189000;503150;45;45;45;4
828966;SETOR HABITACIONAL ITAPOA - ITAPOA PARQUE - AV. ITAPOA PARQUE;ITAPOÃ;60222;2023;13;32;271000;521000;756;756;840;2
828967;SETOR HABITACIONAL ITAPOA - ITAPOA PARQUE - AV. ITAPOA PARQUE;ITAPOÃ;60222;2023;13;33;271000;378000;756;756;840;1
828968;SETOR HABITACIONAL ITAPOA - ITAPOA PARQUE - AV. ITAPOA PARQUE;ITAPOÃ;60222;2023;13;34;271000;385000;756;756;840;2
