DS_SETOR;DS_CIDADE;COD_DESTINACAO_IMOVEL;EDITAL_VENDA;ITEM_EDITAL;VALOR_LAUDO;VALOR_VENDA;AREA_MAX_CONSTR;AREA_BASE;AREA;QTD_OFERTAS;SITUACAO_VISTORIA;AGIO_ABSOLUTO;AGIO_PERCENTUAL
AREA DES/ECONOMICO-AGUAS CLARAS;TAGUATINGA;60227;06/2021;4;305000;371501.99;520.0;520.0;260.0;5;OCUPADO;66501.98999999999;21.803931147540982
SETOR DE RESIDENCIAS ECONOMICAS SUL          ;BRASILIA;1641;06/2021;5;1430000;1509990.0;1200.0;1200.0;1000.0;1;OCUPADO;79990.0;5.593706293706294
SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;BRASILIA;60033;06/2021;8;7980000;8179500.0;2635.36;2635.36;728.0;2;VAGO;199500.0;2.5
SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;BRASILIA;60033;06/2021;9;7270000;7450000.0;2766.4;2766.4;728.0;1;VAGO;180000.0;2.4759284731774414
SETOR R NORTE-CNR;CEILANDIA;60215;06/2021;10;36800;42000.0;132.0;132.0;55.0;2;OCUPADO;5200.0;14.130434782608695
SETOR M NORTE-ENTREQUADRA                    ;CEILANDIA;60216;06/2021;11;83200;161101.01;200.0;100.0;50.0;4;OCUPADO;77901.01000000001;93.6310216346154
SETOR N NORTE-ENTREQUADRA                    ;CEILANDIA;60216;06/2021;12;82600;131101.01;200.0;100.0;50.0;3;OCUPADO;48501.01000000001;58.71792978208234
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60221;06/2021;19;1440000;2110000.0;3600.0;2700.0;900.0;4;VAGO;670000.0;46.52777777777778
SETOR HABITACIONAL JARDIM BOTANICO;SAO SEBASTIAO;60214;06/2021;20;719000;832028.59;1751.97;1751.97;1167.98;1;VAGO;113028.58999999997;15.720248956884559
SETOR HABITACIONAL JARDIM BOTANICO;SAO SEBASTIAO;60214;06/2021;21;515000;810000.0;1200.0;1200.0;800.0;8;VAGO;295000.0;57.28155339805825
SETOR HABITACIONAL JARDIM BOTANICO;SAO SEBASTIAO;60214;06/2021;22;596000;728999.99;1423.08;1423.08;948.72;8;VAGO;132999.99;22.315434563758387
SETOR HABITACIONAL JARDIM BOTANICO;SAO SEBASTIAO;60214;06/2021;23;484000;677600.0;1320.0;1320.0;880.0;8;VAGO;193600.0;40.0
SETOR HABITACIONAL TAQUARI;LAGO NORTE;60211;06/2021;24;1181970;1350000.0;1575.232;1575.232;1969.04;3;CONSTRUIDO;168030.0;14.216096855250132
RECANTO DAS EMAS;RECANTO DAS EMAS;60216;06/2021;26;186000;190550.0;465.5;418.95;232.75;1;VAGO;4550.0;2.446236559139785
RECANTO DAS EMAS;RECANTO DAS EMAS;60217;06/2021;27;108000;109000.0;282.233;220.878;122.71;1;VAGO;1000.0;0.9259259259259258
RECANTO DAS EMAS;RECANTO DAS EMAS;60217;06/2021;28;80700;81700.0;206.034;161.244;89.58;1;VAGO;1000.0;1.2391573729863694
RECANTO DAS EMAS;RECANTO DAS EMAS;60217;06/2021;29;51800;58700.0;128.202;100.332;55.74;1;VAGO;6900.0;13.320463320463322
RECANTO DAS EMAS;RECANTO DAS EMAS;60217;06/2021;30;51000;68000.0;126.04;98.64;54.8;1;EM CONSTRUCAO;17000.0;33.33333333333333
SETOR HOSPITALAR;RECANTO DAS EMAS;60217;06/2021;32;267000;275000.0;649.658;508.428;282.46;1;VAGO;8000.0;2.9962546816479403
SETOR HOSPITALAR;RECANTO DAS EMAS;60217;06/2021;33;267000;275000.0;649.658;508.428;282.46;1;VAGO;8000.0;2.9962546816479403
AREA DE DESENVOLVIMENTO ECONOMICO;RECANTO DAS EMAS;60227;06/2021;34;144000;145000.0;463.36;463.36;115.84;2;VAGO;1000.0;0.6944444444444444
QR-SAMAMBAIA;SAMAMBAIA;60213;06/2021;40;485000;503111.11;3150.0;1800.0;900.0;2;VAGO;18111.109999999986;3.73424948453608
CENTRO URBANO;SAMAMBAIA;60217;06/2021;41;29200000;35069200.0;74049.75;32911.0;16455.5;2;EM CONSTRUCAO;5869200.0;20.1
CENTRO URBANO;SAMAMBAIA;60217;06/2021;42;6860000;6902000.0;14870.205;8497.26;4248.63;1;VAGO;42000.0;0.6122448979591837
QS-SAMAMBAIA;SAMAMBAIA;60217;06/2021;43;1570000;1733010.0;5088.1;2993.0;1496.5;2;OBSTRUIDO;163010.0;10.3828025477707
QR-SAMAMBAIA;SAMAMBAIA;60218;06/2021;44;450000;493110.0;2700.0;1800.0;900.0;1;VAGO;43110.0;9.58
QN-SAMAMBAIA;SAMAMBAIA;60219;06/2021;48;377000;452110.0;2250.0;1500.0;750.0;1;VAGO;75110.0;19.923076923076923
QS-SAMAMBAIA;SAMAMBAIA;60219;06/2021;50;233000;265000.0;781.5;521.0;260.5;2;VAGO;32000.0;13.733905579399142
QS-SAMAMBAIA;SAMAMBAIA;60219;06/2021;54;582000;641000.0;2105.73;1403.82;701.91;1;OBSTRUIDO;59000.0;10.137457044673539
QS-SAMAMBAIA;SAMAMBAIA;60219;06/2021;55;133000;180000.0;396.75;264.5;132.25;5;VAGO;47000.0;35.338345864661655
QS-SAMAMBAIA;SAMAMBAIA;60219;06/2021;56;133000;172112.0;396.75;264.5;132.25;4;VAGO;39112.0;29.407518796992484
QS-SAMAMBAIA;SAMAMBAIA;60219;06/2021;58;133000;191952.01;300.0;200.0;100.0;4;VAGO;58952.01000000001;44.324819548872185
QS-SAMAMBAIA;SAMAMBAIA;60219;06/2021;59;133000;145000.0;300.0;200.0;100.0;1;VAGO;12000.0;9.022556390977442
QS-SAMAMBAIA;SAMAMBAIA;60220;06/2021;64;209000;240100.0;1200.0;800.0;400.0;1;VAGO;31100.0;14.880382775119616
QS-SAMAMBAIA;SAMAMBAIA;60220;06/2021;69;66400;110300.0;300.0;200.0;100.0;7;VAGO;43900.0;66.1144578313253
QS-SAMAMBAIA;SAMAMBAIA;60220;06/2021;70;66400;87300.0;300.0;200.0;100.0;2;VAGO;20900.0;31.475903614457827
QS-SAMAMBAIA;SAMAMBAIA;60220;06/2021;71;66400;85544.0;300.0;200.0;100.0;1;VAGO;19144.0;28.831325301204817
QS-SAMAMBAIA;SAMAMBAIA;60220;06/2021;72;89500;95000.0;450.0;300.0;150.0;1;VAGO;5500.0;6.145251396648044
SANTA MARIA                                  ;SANTA MARIA;60224;06/2021;80;225000;225000.0;1296.0;756.0;540.0;2;OCUPADO;0.0;0.0
SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;BRASILIA;1893;07/2021;1;17300000;22612000.0;5796.0;5796.0;920.0;2;OBSTRUIDO;5312000.0;30.70520231213873
SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;BRASILIA;1893;07/2021;2;17300000;22612000.0;5796.0;5796.0;920.0;2;VAGO;5312000.0;30.70520231213873
SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;BRASILIA;1893;07/2021;3;15300000;23112000.0;5670.0;5670.0;900.0;2;OBSTRUIDO;7812000.0;51.05882352941177
SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;BRASILIA;1893;07/2021;4;17300000;27051000.0;5796.0;5796.0;920.0;5;OBSTRUIDO;9751000.0;56.36416184971098
SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;BRASILIA;1893;07/2021;5;17300000;26340000.0;5796.0;5796.0;920.0;4;OBSTRUIDO;9040000.0;52.2543352601156
SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;BRASILIA;1893;07/2021;6;17300000;27340000.0;5796.0;5796.0;920.0;6;OBSTRUIDO;10040000.0;58.03468208092486
BAIRRO AGUAS CLARAS;TAGUATINGA;60217;08/2021;1;11600000;15151051.0;13625.66;8175.396;6812.83;4;CERCADO;3551051.0;30.612508620689656
VILA TELEBRASILIA - SETOR DE CLUBES ESPORTIVOS SUL - SCE/SUL;BRASILIA;289;08/2021;3;163000;254000.0;100.0;100.0;100.0;3;VAGO;91000.0;55.828220858895705
SETOR P NORTE-ENTREQUADRA                    ;CEILANDIA;60216;08/2021;7;59700;93100.0;160.0;80.0;40.0;4;OBSTRUIDO;33400.0;55.9463986599665
SETOR O NORTE-QUADRA RESIDENCIAL             ;CEILANDIA;60219;08/2021;13;342000;350000.0;1096.5;731.0;365.5;1;VAGO;8000.0;2.3391812865497075
SETOR HABITACIONAL JARDIM BOTANICO;SAO SEBASTIAO;60214;08/2021;15;606000;909000.0;1800.0;1800.0;1200.0;10;VAGO;303000.0;50.0
PARANOÁ PARQUE;PARANOA;60221;08/2021;20;725000;739000.0;2449.654;1360.919;1360.919;1;VAGO;14000.0;1.9310344827586208
PARANOÁ PARQUE;PARANOA;60221;08/2021;21;643000;659000.0;2127.296;1181.831;1181.831;1;VAGO;16000.0;2.488335925349922
EXPANSÃO DO SETOR RESIDENCIAL LESTE;PLANALTINA;60216;08/2021;24;75100;90000.0;200.0;200.0;100.0;1;VAGO;14900.0;19.840213049267643
HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60217;08/2021;25;358000;393500.0;943.95;440.51;314.65;1;VAGO;35500.0;9.916201117318437
HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60217;08/2021;26;358000;401025.0;944.52;440.776;314.84;1;OBSTRUIDO;43025.0;12.018156424581006
HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60217;08/2021;27;361000;453100.0;954.06;445.228;318.02;1;VAGO;92100.0;25.51246537396122
HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60217;08/2021;28;358000;485000.0;944.07;440.566;314.69;2;VAGO;127000.0;35.47486033519553
HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60217;08/2021;29;358000;512660.0;943.26;440.188;314.42;5;VAGO;154660.0;43.201117318435756
HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60217;08/2021;30;358000;516660.0;944.88;440.944;314.96;4;VAGO;158660.0;44.31843575418994
HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60222;08/2021;31;87500;161000.0;150.98;105.686;75.49;5;OCUPADO;73500.0;84.0
QS-SAMAMBAIA;SAMAMBAIA;60213;08/2021;41;971000;1262100.0;3150.0;1800.0;900.0;4;VAGO;291100.0;29.979402677651905
CENTRO URBANO;SAMAMBAIA;60217;08/2021;42;9050000;9101000.0;21133.24;10566.62;5283.31;1;OBSTRUIDO;51000.0;0.56353591160221
QS-SAMAMBAIA;SAMAMBAIA;60217;08/2021;49;143000;160500.0;350.0;200.0;100.0;1;VAGO;17500.0;12.237762237762238
QS-SAMAMBAIA;SAMAMBAIA;60217;08/2021;51;1180000;1510000.0;3785.56;2226.8;1113.4;1;OBSTRUIDO;330000.0;27.966101694915253
QN-SAMAMBAIA;SAMAMBAIA;60219;08/2021;53;133000;137000.0;300.0;200.0;100.0;5;OBSTRUIDO;4000.0;3.007518796992481
QS-SAMAMBAIA;SAMAMBAIA;60219;08/2021;57;133000;133000.0;300.0;200.0;100.0;1;VAGO;0.0;0.0
QS-SAMAMBAIA;SAMAMBAIA;60219;08/2021;66;851000;851100.0;2550.0;1700.0;850.0;1;OCUPADO;100.0;0.011750881316098707
QS-SAMAMBAIA;SAMAMBAIA;60219;08/2021;67;179000;259770.0;450.0;300.0;150.0;1;VAGO;80770.0;45.122905027932966
QS-SAMAMBAIA;SAMAMBAIA;60219;08/2021;68;179000;190000.0;450.0;300.0;150.0;2;VAGO;11000.0;6.145251396648044
QS-SAMAMBAIA;SAMAMBAIA;60219;08/2021;70;179000;179500.0;450.0;300.0;150.0;1;VAGO;500.0;0.27932960893854747
QN-SAMAMBAIA;SAMAMBAIA;60220;08/2021;72;109000;126000.0;300.0;200.0;100.0;1;VAGO;17000.0;15.59633027522936
QN-SAMAMBAIA;SAMAMBAIA;60220;08/2021;78;109000;111000.0;300.0;200.0;100.0;1;VAGO;2000.0;1.834862385321101
QS-SAMAMBAIA;SAMAMBAIA;60220;08/2021;80;109000;126002.0;300.0;200.0;100.0;1;VAGO;17002.0;15.598165137614679
QS-SAMAMBAIA;SAMAMBAIA;60220;08/2021;84;109000;160000.0;300.0;200.0;100.0;2;VAGO;51000.0;46.788990825688074
QS-SAMAMBAIA;SAMAMBAIA;60220;08/2021;85;374000;394759.99;1312.5;875.0;437.5;1;OBSTRUIDO;20759.98999999999;5.550799465240639
QS-SAMAMBAIA;SAMAMBAIA;60220;08/2021;88;109000;130600.0;300.0;200.0;100.0;1;OBSTRUIDO;21600.0;19.816513761467892
BAIRRO SÃO BARTOLOMEU;SAO SEBASTIAO;60217;08/2021;103;381000;400000.0;912.216;836.198;304.072;3;VAGO;19000.0;4.986876640419948
SETOR DE HABITACOES INDIVIDUAIS SUL          ;BRASILIA;60222;09/2021;1;1680000;1751100.0;882.0;882.0;294.0;1;OBSTRUIDO;71100.0;4.232142857142858
SETOR DE HABITACOES INDIVIDUAIS SUL          ;BRASILIA;60228;09/2021;2;6470000;6501000.0;3430.0;3430.0;4900.0;1;OBSTRUIDO;31000.0;0.4791344667697064
SETOR HABITACIONAL TAQUARI;LAGO NORTE;60211;09/2021;15;1250000;1300100.0;1920.0;1920.0;2400.0;1;OCUPADO;50100.0;4.008
PARANOÁ PARQUE;PARANOA;60221;09/2021;18;852000;855100.0;3237.532;1798.629;1798.629;1;VAGO;3100.0;0.363849765258216
PARANOÁ PARQUE;PARANOA;60221;09/2021;20;807000;807500.0;2993.407;1663.004;1663.004;1;OCUPADO;500.0;0.061957868649318466
RECANTO DAS EMAS;RECANTO DAS EMAS;60216;09/2021;29;96900;99000.0;201.58;181.422;100.79;1;VAGO;2100.0;2.1671826625387
RECANTO DAS EMAS;RECANTO DAS EMAS;60216;09/2021;30;101000;103000.0;210.84;189.756;105.42;1;VAGO;2000.0;1.9801980198019802
RECANTO DAS EMAS;RECANTO DAS EMAS;60216;09/2021;31;97200;120000.0;202.12;181.908;101.06;2;VAGO;22800.0;23.456790123456788
RECANTO DAS EMAS;RECANTO DAS EMAS;60216;09/2021;33;725000;725100.0;2289.2;2060.28;1144.6;1;OCUPADO;100.0;0.013793103448275862
AREA DE DESENVOLVIMENTO ECONOMICO;RECANTO DAS EMAS;60227;09/2021;36;311000;350000.0;1060.0;1060.0;265.0;1;OCUPADO;39000.0;12.540192926045016
HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60217;09/2021;37;418000;536600.0;1125.0;525.0;375.0;2;VAGO;118600.0;28.373205741626794
HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60217;09/2021;38;122000;147100.0;273.0;127.4;91.0;3;VAGO;25100.0;20.573770491803277
HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60217;09/2021;39;122000;122500.0;273.0;127.4;91.0;1;VAGO;500.0;0.4098360655737705
HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60217;09/2021;40;122000;151100.0;273.0;127.4;91.0;2;VAGO;29100.0;23.852459016393443
HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60223;09/2021;41;2250000;2861000.0;6779.325;3796.422;2711.73;2;VAGO;611000.0;27.155555555555555
CENTRO URBANO;SAMAMBAIA;60217;09/2021;43;10200000;10580000.0;23887.88;11943.94;5971.97;2;OCUPADO;380000.0;3.7254901960784315
QS-SAMAMBAIA;SAMAMBAIA;60217;09/2021;44;143000;160000.0;350.0;200.0;100.0;1;VAGO;17000.0;11.888111888111888
QS-SAMAMBAIA;SAMAMBAIA;60217;09/2021;45;143000;160000.0;350.0;200.0;100.0;1;VAGO;17000.0;11.888111888111888
QS-SAMAMBAIA;SAMAMBAIA;60218;09/2021;55;44100;50000.0;140.0;100.0;50.0;1;VAGO;5900.0;13.378684807256235
QS-SAMAMBAIA;SAMAMBAIA;60218;09/2021;56;44100;44100.0;140.0;100.0;50.0;1;VAGO;0.0;0.0
QN-SAMAMBAIA;SAMAMBAIA;60219;09/2021;63;1360000;1414400.0;5020.5;3347.0;1673.5;1;VAGO;54400.0;4.0
QN-SAMAMBAIA;SAMAMBAIA;60219;09/2021;64;391000;640000.0;2323.125;1548.75;774.375;3;VAGO;249000.0;63.68286445012787
QS-SAMAMBAIA;SAMAMBAIA;60219;09/2021;66;143000;181515.17;433.5;289.0;144.5;1;VAGO;38515.17000000001;26.933685314685324
QS-SAMAMBAIA;SAMAMBAIA;60219;09/2021;68;140000;180000.0;768.75;512.5;256.25;4;EM CONSTRUCAO;40000.0;28.57142857142857
QN-SAMAMBAIA;SAMAMBAIA;60220;09/2021;72;109000;109401.0;300.0;200.0;100.0;1;VAGO;401.0;0.3678899082568807
QN-SAMAMBAIA;SAMAMBAIA;60220;09/2021;74;109000;130000.0;300.0;200.0;100.0;1;VAGO;21000.0;19.26605504587156
QN-SAMAMBAIA;SAMAMBAIA;60220;09/2021;75;66600;71500.0;300.0;200.0;100.0;1;VAGO;4900.0;7.3573573573573565
QN-SAMAMBAIA;SAMAMBAIA;60220;09/2021;78;66600;82900.0;300.0;200.0;100.0;2;VAGO;16300.0;24.474474474474476
QR-SAMAMBAIA;SAMAMBAIA;60220;09/2021;79;386000;465000.0;1356.93;904.62;452.31;1;VAGO;79000.0;20.466321243523318
QR-SAMAMBAIA;SAMAMBAIA;60220;09/2021;80;386000;465000.0;1356.63;904.42;452.21;1;VAGO;79000.0;20.466321243523318
QS-SAMAMBAIA;SAMAMBAIA;60220;09/2021;81;109000;120000.0;300.0;200.0;100.0;1;VAGO;11000.0;10.091743119266056
QS-SAMAMBAIA;SAMAMBAIA;60220;09/2021;83;308000;350101.0;1063.14;708.76;354.38;3;VAGO;42101.0;13.669155844155846
QS-SAMAMBAIA;SAMAMBAIA;60220;09/2021;85;109000;109430.0;300.0;200.0;100.0;1;VAGO;430.0;0.3944954128440367
QS-SAMAMBAIA;SAMAMBAIA;60220;09/2021;89;109000;110000.0;300.0;200.0;100.0;1;VAGO;1000.0;0.9174311926605505
EXPANSAO ECONOMICA                           ;SOBRADINHO;60224;09/2021;91;460000;787659.87;990.0;742.5;990.0;7;VAGO;327659.87;71.23040652173913
BAIRRO AGUAS CLARAS;TAGUATINGA;60217;11/2021;1;9250000;13025000.0;11900.0;8500.0;1700.0;3;CERCADO;3775000.0;40.81081081081081
SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;BRASILIA;60033;11/2021;5;7870000;8103300.0;2635.36;2635.36;728.0;2;VAGO;233300.0;2.9644218551461243
SETOR DE INDUSTRIA E ABASTECIMENTO           ;BRASILIA;60223;11/2021;12;16651000;18101000.0;7908.68;7908.68;7908.68;1;OCUPADO;1450000.0;8.70818569455288
SETOR O NORTE-QUADRA RESIDENCIAL             ;CEILANDIA;60219;11/2021;14;352000;482600.0;1134.0;756.0;378.0;1;OCUPADO;130600.0;37.10227272727273
SETOR RESID INDUSTRIA E ABASTECIMENTO        ;GUARA;60222;11/2021;19;1440000;1710000.0;3600.0;2700.0;900.0;1;VAGO;270000.0;18.75
SETOR HABITACIONAL TAQUARI;LAGO NORTE;60211;11/2021;21;679000;805700.0;879.144;879.144;1098.93;7;OBSTRUIDO;126700.0;18.65979381443299
HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60217;11/2021;25;566000;748300.0;1587.6;740.88;529.2;1;VAGO;182300.0;32.20848056537102
HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60217;11/2021;30;122000;169920.0;273.0;127.4;91.0;3;VAGO;47920.0;39.278688524590166
HABITACIONAL RIACHO FUNDO II;RIACHO FUNDO II;60217;11/2021;31;122000;163920.0;273.0;127.4;91.0;2;OBSTRUIDO;41920.0;34.36065573770492
CENTRO URBANO;SAMAMBAIA;60217;11/2021;46;538000;640900.0;983.88;655.92;327.96;2;VAGO;102900.0;19.12639405204461
CENTRO URBANO;SAMAMBAIA;60217;11/2021;47;515000;18320000.0;937.5;625.0;312.5;1;VAGO;17805000.0;3457.281553398058
CENTRO URBANO;SAMAMBAIA;60217;11/2021;47;515000;18320000.0;937.5;625.0;312.5;1;VAGO;17805000.0;3457.281553398058
CENTRO URBANO;SAMAMBAIA;60217;11/2021;47;515000;18320000.0;937.5;625.0;312.5;1;VAGO;17805000.0;3457.281553398058
CENTRO URBANO;SAMAMBAIA;60217;11/2021;47;515000;18320000.0;937.5;625.0;312.5;1;VAGO;17805000.0;3457.281553398058
CENTRO URBANO;SAMAMBAIA;60217;11/2021;47;515000;18320000.0;937.5;625.0;312.5;1;VAGO;17805000.0;3457.281553398058
CENTRO URBANO;SAMAMBAIA;60217;11/2021;47;515000;18320000.0;937.5;625.0;312.5;1;VAGO;17805000.0;3457.281553398058
CENTRO URBANO;SAMAMBAIA;60217;11/2021;47;515000;18320000.0;937.5;625.0;312.5;1;VAGO;17805000.0;3457.281553398058
CENTRO URBANO;SAMAMBAIA;60217;11/2021;47;515000;18320000.0;937.5;625.0;312.5;1;VAGO;17805000.0;3457.281553398058
CENTRO URBANO;SAMAMBAIA;60217;11/2021;47;515000;18320000.0;937.5;625.0;312.5;1;VAGO;17805000.0;3457.281553398058
CENTRO URBANO;SAMAMBAIA;60217;11/2021;47;515000;18320000.0;937.5;625.0;312.5;1;VAGO;17805000.0;3457.281553398058
CENTRO URBANO;SAMAMBAIA;60217;11/2021;47;537000;18320000.0;983.64;655.76;327.88;1;VAGO;17783000.0;3311.5456238361267
CENTRO URBANO;SAMAMBAIA;60217;11/2021;47;537000;18320000.0;983.64;655.76;327.88;1;VAGO;17783000.0;3311.5456238361267
CENTRO URBANO;SAMAMBAIA;60217;11/2021;47;537000;18320000.0;983.64;655.76;327.88;1;VAGO;17783000.0;3311.5456238361267
CENTRO URBANO;SAMAMBAIA;60217;11/2021;47;537000;18320000.0;983.64;655.76;327.88;1;VAGO;17783000.0;3311.5456238361267
CENTRO URBANO;SAMAMBAIA;60217;11/2021;47;537000;18320000.0;983.64;655.76;327.88;1;VAGO;17783000.0;3311.5456238361267
CENTRO URBANO;SAMAMBAIA;60217;11/2021;47;490000;18320000.0;886.83;591.22;295.61;1;VAGO;17830000.0;3638.7755102040815
CENTRO URBANO;SAMAMBAIA;60217;11/2021;47;2010000;18320000.0;4262.37;2435.64;1217.82;1;VAGO;16310000.0;811.4427860696518
CENTRO URBANO;SAMAMBAIA;60217;11/2021;47;2000000;18320000.0;4251.205;2429.26;1214.63;1;VAGO;16320000.0;816.0
CENTRO URBANO;SAMAMBAIA;60217;11/2021;47;2000000;18320000.0;4239.41;2422.52;1211.26;1;VAGO;16320000.0;816.0
CENTRO URBANO;SAMAMBAIA;60217;11/2021;47;1990000;18320000.0;4228.28;2416.16;1208.08;1;VAGO;16330000.0;820.6030150753769
CENTRO URBANO;SAMAMBAIA;60217;11/2021;47;1990000;18320000.0;4217.78;2410.16;1205.08;1;VAGO;16330000.0;820.6030150753769
CENTRO URBANO;SAMAMBAIA;60217;11/2021;48;1660000;2500000.0;3500.0;2000.0;1000.0;4;VAGO;840000.0;50.602409638554214
QN-SAMAMBAIA;SAMAMBAIA;60217;11/2021;49;159000;216600.6;525.0;300.0;150.0;6;OBSTRUIDO;57600.600000000006;36.22679245283019
QN-SAMAMBAIA;SAMAMBAIA;60217;11/2021;50;143000;207350.0;350.0;200.0;100.0;5;VAGO;64350.0;45.0
QN-SAMAMBAIA;SAMAMBAIA;60218;11/2021;59;128000;128000.0;280.0;200.0;100.0;2;OCUPADO;0.0;0.0
QN-SAMAMBAIA;SAMAMBAIA;60219;11/2021;62;109000;141600.0;300.0;200.0;100.0;4;VAGO;32600.0;29.908256880733948
QN-SAMAMBAIA;SAMAMBAIA;60219;11/2021;63;75300;82000.0;150.0;100.0;50.0;1;VAGO;6700.0;8.897742363877823
QN-SAMAMBAIA;SAMAMBAIA;60219;11/2021;64;75300;80000.0;150.0;100.0;50.0;1;VAGO;4700.0;6.241699867197875
QR-SAMAMBAIA;SAMAMBAIA;60219;11/2021;71;91200;97000.0;150.0;100.0;50.0;1;VAGO;5800.0;6.359649122807018
QR-SAMAMBAIA;SAMAMBAIA;60219;11/2021;72;91200;91200.0;150.0;100.0;50.0;2;OBSTRUIDO;0.0;0.0
QS-SAMAMBAIA;SAMAMBAIA;60219;11/2021;77;66600;72000.0;300.0;200.0;100.0;1;OCUPADO;5400.0;8.108108108108109
QN-SAMAMBAIA;SAMAMBAIA;60220;11/2021;87;109000;120050.0;300.0;200.0;100.0;1;VAGO;11050.0;10.137614678899084
QN-SAMAMBAIA;SAMAMBAIA;60220;11/2021;88;91300;115000.32;225.0;150.0;75.0;2;VAGO;23700.320000000007;25.958729463307783
QN-SAMAMBAIA;SAMAMBAIA;60220;11/2021;91;66600;150000.0;300.0;200.0;100.0;5;VAGO;83400.0;125.22522522522523
QS-SAMAMBAIA;SAMAMBAIA;60220;11/2021;93;148000;211330.0;450.0;300.0;150.0;3;VAGO;63330.0;42.79054054054054
QS-SAMAMBAIA;SAMAMBAIA;60220;11/2021;94;148000;195500.0;450.0;300.0;150.0;1;VAGO;47500.0;32.0945945945946
QS-SAMAMBAIA;SAMAMBAIA;60220;11/2021;95;162000;224500.0;900.0;600.0;300.0;2;VAGO;62500.0;38.58024691358025
QS-SAMAMBAIA;SAMAMBAIA;60220;11/2021;96;162000;162000.0;900.0;600.0;300.0;1;VAGO;0.0;0.0
QS-SAMAMBAIA;SAMAMBAIA;60220;11/2021;97;89800;157800.0;450.0;300.0;150.0;1;VAGO;68000.0;75.7238307349666
AREA DE DESENVOLVIMENTO ECONOMICO SUL;SAMAMBAIA;60227;11/2021;98;87000;88000.0;210.0;210.0;105.0;1;OCUPADO;1000.0;1.1494252873563218
AREA DE DESENVOLVIMENTO ECONOMICO SUL;SAMAMBAIA;60227;11/2021;99;87000;88000.0;210.0;210.0;105.0;1;OCUPADO;1000.0;1.1494252873563218
POLO DESENV/ECONOMICO JUSCELINO KUBITSCHEK INDUSTRIA COMERCIO DE APOIO;SANTA MARIA;60225;11/2021;103;2960000;2960000.0;16000.0;5000.0;5000.0;1;OCUPADO;0.0;0.0
BAIRRO AGUAS CLARAS-QS;TAGUATINGA;60219;12/2021;1;2590000;3081099.58;5000.0;5000.0;2500.0;2;EM CONSTRUCAO;491099.5800000001;18.96137374517375
BAIRRO AGUAS CLARAS-QS;TAGUATINGA;60225;12/2021;4;480000;480000.0;1000.0;1000.0;500.0;1;VAGO;0.0;0.0
SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;BRASILIA;60033;12/2021;8;7650000;7804000.0;2964.0;2964.0;780.0;1;VAGO;154000.0;2.0130718954248366
SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;BRASILIA;60033;12/2021;9;7650000;7804000.0;2964.0;2964.0;780.0;1;VAGO;154000.0;2.0130718954248366
SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;BRASILIA;60033;12/2021;10;8230000;8313000.0;2831.4;2831.4;780.0;1;VAGO;83000.0;1.008505467800729
SETOR DE HABITACOES INDIVIDUAIS SUL          ;BRASILIA;60211;12/2021;11;2400000;3101000.0;1086.4;1086.4;776.0;2;OCUPADO;701000.0;29.208333333333332
SETOR O NORTE                                ;CEILANDIA;60217;12/2021;20;3070000;4129777.77;15300.0;10200.0;5100.0;2;VAGO;1059777.77;34.520448534201954
SETOR HABITACIONAL SOL NASCENTE TRECHO 01 ETAPA I;CEILANDIA;60219;12/2021;21;52300;165100.0;370.74;370.74;185.37;10;VAGO;112800.0;215.67877629063096
SETOR R NORTE - QNR;CEILANDIA;60221;12/2021;23;34100;50000.0;88.0;88.0;44.0;1;VAGO;15900.0;46.62756598240469
SETOR R NORTE - QNR;CEILANDIA;60221;12/2021;24;34100;50000.0;88.0;88.0;44.0;2;VAGO;15900.0;46.62756598240469
