DS_CIDADE;DS_SETOR;COD_DESTINACAO_IMOVEL;ANO_VENDA;NR_EDITAL;ITEM_EDITAL;VALOR_LAUDO;PERCENTUAL_ENTRADA;VALOR_VENDA;AREA_MAX_CONSTR;AREA_BASE;AREA;QTD_OFERTAS;SITUACAO_VISTORIA;TIPO_USO_DESTINACAO;RESIDENCIAL;COMERCIAL;INDUSTRIAL;INSTITUCIONAL;AGIO_ABSOLUTO;AGIO_PERCENTUAL
TAGUATINGA;BAIRRO AGUAS CLARAS-QS;60228;2022;2022-1;1;13800000;0.3;41451000.0;60000.0;60000.0;75000.0;7;OCUPADO;Institucional;0;0;0;1;27651000.0;200.3695652173913
BRASILIA;SETOR DE HABITACOES INDIVIDUAIS NORTE        ;60211;2022;2022-1;2;1090000;0.05;1220000.0;1400.0;1400.0;1000.0;6;VAGO;Unifamiliar;1;0;0;0;130000.0;11.926605504587156
CEILANDIA;SETOR O NORTE                                ;60217;2022;2022-1;5;1730000;0.05;1800000.0;7650.0;5100.0;2550.0;1;VAGO;Mista;1;1;1;1;70000.0;4.046242774566474
CEILANDIA;SETOR HABITACIONAL SOL NASCENTE TRECHO 01 ETAPA I;60219;2022;2022-1;7;48300;0.05;184062.52;286.76;286.76;143.38;12;CERCADO;Mista;1;1;1;1;135762.52;281.0818219461697
CEILANDIA;SETOR HABITACIONAL SOL NASCENTE TRECHO 01 ETAPA I;60219;2022;2022-1;8;48400;0.05;178952.51;288.0;288.0;144.0;16;CERCADO;Mista;1;1;1;1;130552.51000000001;269.7365909090909
CEILANDIA;SETOR HABITACIONAL SOL NASCENTE TRECHO 01 ETAPA I;60219;2022;2022-1;10;48400;0.05;51101.01;288.02;288.02;144.01;3;EM CONSTRUCAO;Mista;1;1;1;1;2701.010000000002;5.580599173553724
CEILANDIA;SETOR INDUSTRIAL I                           ;60225;2022;2022-1;13;77660;0.05;121000.0;315.0;315.0;210.0;3;OCUPADO;Mista;0;1;1;1;43340.0;55.80736543909348
CEILANDIA;SETOR INDUSTRIAL I                           ;60225;2022;2022-1;17;419715;0.05;450000.0;2100.0;2100.0;1050.0;1;OCUPADO;Mista;0;1;1;1;30285.0;7.215610592902326
GUARA;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;60214;2022;2022-1;21;252000;0.05;452999.0;369.96;369.96;154.15;41;VAGO;Unifamiliar;1;0;0;0;200999.0;79.76150793650794
GUARA;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;60220;2022;2022-1;22;259000;0.05;463990.0;380.76;380.76;158.65;16;VAGO;Mista;1;1;1;1;204990.0;79.14671814671814
SAO SEBASTIAO;SETOR HABITACIONAL JARDIM BOTANICO;60214;2022;2022-1;23;473000;0.05;826000.0;1028.55;1028.55;685.7;20;VAGO;Unifamiliar;1;0;0;0;353000.0;74.63002114164905
LAGO NORTE;SETOR HABITACIONAL TAQUARI;60211;2022;2022-1;24;606000;0.05;927120.0;758.528;758.528;948.16;23;CERCADO;Unifamiliar;1;0;0;0;321120.0;52.990099009900995
RECANTO DAS EMAS;SETOR HOSPITALAR;60217;2022;2022-1;26;372000;0.05;382000.0;977.5;765.0;425.0;1;OBSTRUIDO;Mista;1;1;1;1;10000.0;2.6881720430107525
RECANTO DAS EMAS;AREA DE DESENVOLVIMENTO ECONOMICO;60227;2022;2022-1;27;130000;0.05;130000.0;437.84;437.84;109.46;1;OCUPADO;Mista;1;1;1;1;0.0;0.0
RIACHO FUNDO;QUADRA DE OFICINAS;60227;2022;2022-1;28;279900;0.05;390000.0;400.0;280.0;200.0;3;OCUPADO;Mista;1;1;1;1;110100.0;39.33547695605573
RIACHO FUNDO II;HABITACIONAL RIACHO FUNDO II;60217;2022;2022-1;29;418000;0.05;635000.0;1125.0;525.0;375.0;3;VAGO;Mista;1;1;1;1;217000.0;51.91387559808612
SAMAMBAIA;QN-SAMAMBAIA;60217;2022;2022-1;35;118000;0.05;136000.0;350.0;200.0;100.0;1;CERCADO;Mista;1;1;1;1;18000.0;15.254237288135593
SAMAMBAIA;QN-SAMAMBAIA;60217;2022;2022-1;40;143000;0.05;152891.0;350.0;200.0;100.0;1;VAGO;Mista;1;1;1;1;9891.0;6.916783216783216
SAMAMBAIA;QN-SAMAMBAIA;60217;2022;2022-1;42;143000;0.05;153891.0;350.0;200.0;100.0;1;VAGO;Mista;1;1;1;1;10891.0;7.616083916083916
SAMAMBAIA;QN-SAMAMBAIA;60217;2022;2022-1;43;143000;0.05;145000.0;350.0;200.0;100.0;1;VAGO;Mista;1;1;1;1;2000.0;1.3986013986013985
SAMAMBAIA;QN-SAMAMBAIA;60217;2022;2022-1;44;158000;0.05;226660.0;402.5;230.0;115.0;3;VAGO;Mista;1;1;1;1;68660.0;43.45569620253165
SAMAMBAIA;QR-SAMAMBAIA;60217;2022;2022-1;47;772000;0.05;779720.0;2480.87;1417.64;708.82;1;VAGO;Mista;1;1;1;1;7720.0;1.0
SAMAMBAIA;QR-SAMAMBAIA;60217;2022;2022-1;48;766000;0.05;773660.0;2812.04;1406.02;703.01;1;VAGO;Mista;1;1;1;1;7660.0;1.0
SAMAMBAIA;QS-SAMAMBAIA;60217;2022;2022-1;49;143000;0.05;155155.0;350.0;200.0;100.0;2;VAGO;Mista;1;1;1;1;12155.0;8.5
SAMAMBAIA;QS-SAMAMBAIA;60217;2022;2022-1;50;143000;0.05;150000.0;350.0;200.0;100.0;3;VAGO;Mista;1;1;1;1;7000.0;4.895104895104895
SAMAMBAIA;QS-SAMAMBAIA;60217;2022;2022-1;58;118000;0.05;236720.0;350.0;200.0;100.0;1;VAGO;Mista;1;1;1;1;118720.0;100.61016949152541
SAMAMBAIA;QN-SAMAMBAIA;60219;2022;2022-1;73;187000;0.05;195501.0;600.0;400.0;200.0;1;VAGO;Mista;1;1;1;1;8501.0;4.545989304812834
SAMAMBAIA;QN-SAMAMBAIA;60219;2022;2022-1;74;424000;0.05;424500.0;1500.0;1000.0;500.0;1;VAGO;Mista;1;1;1;1;500.0;0.1179245283018868
SAMAMBAIA;QN-SAMAMBAIA;60220;2022;2022-1;81;109000;0.05;111111.11;300.0;200.0;100.0;1;OCUPADO;Mista;1;1;1;1;2111.1100000000006;1.9367981651376154
SAMAMBAIA;QN-SAMAMBAIA;60220;2022;2022-1;82;109000;0.05;109000.0;300.0;200.0;100.0;1;VAGO;Mista;1;1;1;1;0.0;0.0
SAMAMBAIA;QN-SAMAMBAIA;60220;2022;2022-1;87;91300;0.05;105000.0;225.0;150.0;75.0;1;OCUPADO;Mista;1;1;1;1;13700.0;15.005476451259584
SAMAMBAIA;QN-SAMAMBAIA;60220;2022;2022-1;88;91300;0.05;105000.0;225.0;150.0;75.0;1;OCUPADO;Mista;1;1;1;1;13700.0;15.005476451259584
SAMAMBAIA;QN-SAMAMBAIA;60220;2022;2022-1;89;712000;0.05;731000.0;2589.39;1726.26;863.13;2;CERCADO;Mista;1;1;1;1;19000.0;2.6685393258426964
SAMAMBAIA;QN-SAMAMBAIA;60220;2022;2022-1;90;495000;0.05;496000.0;1770.36;1180.24;590.12;1;VAGO;Mista;1;1;1;1;1000.0;0.20202020202020202
SAMAMBAIA;QS-SAMAMBAIA;60220;2022;2022-1;94;118000;0.05;128850.0;336.0;224.0;112.0;3;VAGO;Mista;1;1;1;1;10850.0;9.194915254237287
SAMAMBAIA;QS-SAMAMBAIA;60220;2022;2022-1;96;109000;0.05;130111.0;300.0;200.0;100.0;1;VAGO;Mista;1;1;1;1;21111.0;19.36788990825688
SOBRADINHO;VILA DNOCS;60223;2022;2022-1;99;279000;0.05;291113.0;450.282;450.282;225.141;3;CERCADO;Mista;0;1;1;1;12113.0;4.3415770609318995
TAGUATINGA;AREA DES/ECONOMICO-AGUAS CLARAS;60224;2022;2022-2;1;748000;0.05;1296369.0;1600.0;1600.0;800.0;4;OCUPADO;Mista;0;1;1;1;548369.0;73.31136363636364
CEILANDIA;SETOR INDUSTRIAL I                           ;60225;2022;2022-2;14;102000;0.05;212000.0;480.375;480.375;320.25;6;CERCADO;Mista;0;1;1;1;110000.0;107.84313725490196
CEILANDIA;SETOR INDUSTRIAL I                           ;60225;2022;2022-2;15;102000;0.05;119500.0;480.375;480.375;320.25;6;CERCADO;Mista;0;1;1;1;17500.0;17.15686274509804
SAO SEBASTIAO;SETOR HABITACIONAL JARDIM BOTANICO;60214;2022;2022-2;22;407000;0.05;851500.0;1115.25;1115.25;743.5;30;VAGO;Unifamiliar;1;0;0;0;444500.0;109.21375921375922
RECANTO DAS EMAS;RECANTO DAS EMAS;60216;2022;2022-2;25;90100;0.05;94141.44;193.4;174.06;96.7;2;VAGO;Mista;1;1;1;1;4041.4400000000023;4.485504994450613
RECANTO DAS EMAS;AREA DE DESENVOLVIMENTO ECONOMICO;60227;2022;2022-2;30;136000;0.05;169990.0;462.0;462.0;115.5;1;CONSTRUIDO;Mista;1;1;1;1;33990.0;24.99264705882353
RIACHO FUNDO II;HABITACIONAL RIACHO FUNDO II;60217;2022;2022-2;31;122000;0.05;206100.0;273.0;127.4;91.0;5;VAGO;Mista;1;1;1;1;84100.0;68.93442622950819
RIACHO FUNDO II;HABITACIONAL RIACHO FUNDO II;60217;2022;2022-2;32;122000;0.05;175400.0;273.0;127.4;91.0;2;VAGO;Mista;1;1;1;1;53400.0;43.77049180327869
RIACHO FUNDO II;HABITACIONAL RIACHO FUNDO II;60217;2022;2022-2;33;138000;0.05;203980.0;315.0;147.0;105.0;9;VAGO;Mista;1;1;1;1;65980.0;47.81159420289855
RIACHO FUNDO II;HABITACIONAL RIACHO FUNDO II;60217;2022;2022-2;34;122000;0.05;175000.0;273.0;127.4;91.0;7;VAGO;Mista;1;1;1;1;53000.0;43.44262295081967
RIACHO FUNDO II;HABITACIONAL RIACHO FUNDO II;60217;2022;2022-2;35;122000;0.05;170500.0;273.0;127.4;91.0;4;VAGO;Mista;1;1;1;1;48500.0;39.75409836065574
SAMAMBAIA;QN-SAMAMBAIA;60219;2022;2022-2;45;127170;0.05;127170.0;150.0;100.0;50.0;1;OCUPADO;Mista;1;1;1;1;0.0;0.0
SAMAMBAIA;QS-SAMAMBAIA;60219;2022;2022-2;46;133000;0.05;133500.0;300.0;200.0;100.0;1;VAGO;Mista;1;1;1;1;500.0;0.37593984962406013
SAMAMBAIA;QS-SAMAMBAIA;60219;2022;2022-2;47;133000;0.05;133000.0;300.0;200.0;100.0;1;VAGO;Mista;1;1;1;1;0.0;0.0
SAMAMBAIA;QS-SAMAMBAIA;60219;2022;2022-2;51;109000;0.05;130000.0;300.0;200.0;100.0;3;VAGO;Mista;1;1;1;1;21000.0;19.26605504587156
SAMAMBAIA;QN-SAMAMBAIA;60220;2022;2022-2;61;109000;0.05;122122.1;300.0;200.0;100.0;1;VAGO;Mista;1;1;1;1;13122.100000000006;12.038623853211014
SAMAMBAIA;QN-SAMAMBAIA;60220;2022;2022-2;63;114000;0.05;130100.0;600.0;400.0;200.0;1;VAGO;Mista;1;1;1;1;16100.0;14.12280701754386
SAMAMBAIA;QS-SAMAMBAIA;60220;2022;2022-2;64;210000;0.05;245000.0;1200.0;800.0;400.0;3;VAGO;Mista;1;1;1;1;35000.0;16.666666666666664
SAMAMBAIA;QS-SAMAMBAIA;60220;2022;2022-2;65;210000;0.05;258350.0;1200.0;800.0;400.0;2;VAGO;Mista;1;1;1;1;48350.0;23.023809523809526
SAMAMBAIA;QS-SAMAMBAIA;60220;2022;2022-2;70;109000;0.05;136000.0;300.0;200.0;100.0;1;VAGO;Mista;1;1;1;1;27000.0;24.770642201834864
SAMAMBAIA;QS-SAMAMBAIA;60220;2022;2022-2;76;89800;0.05;98000.0;450.0;300.0;150.0;1;OBSTRUIDO;Mista;1;1;1;1;8200.0;9.131403118040089
SANTA MARIA;SANTA MARIA                                  ;60217;2022;2022-2;83;202000;0.05;203000.0;300.0;105.0;75.0;1;VAGO;Mista;1;1;1;1;1000.0;0.49504950495049505
SANTA MARIA;SANTA MARIA                                  ;60217;2022;2022-2;87;394000;0.05;395000.0;800.0;280.0;200.0;1;VAGO;Mista;1;1;1;1;1000.0;0.25380710659898476
SANTA MARIA;SANTA MARIA                                  ;60228;2022;2022-2;89;325000;0.05;451000.0;2080.0;1120.0;800.0;3;VAGO;Institucional;0;0;0;1;126000.0;38.76923076923077
SAO SEBASTIAO;BAIRRO SÃO BARTOLOMEU;60217;2022;2022-2;90;456000;0.05;520777.77;1096.467;1005.095;365.489;1;VAGO;Mista;1;1;1;1;64777.77000000002;14.205651315789478
TAGUATINGA;SETOR M NORTE-QUADRA RESIDENCIAL             ;60214;2022;2022-2;95;138000;0.05;200000.0;256.0;256.0;128.0;7;VAGO;Unifamiliar;1;0;0;0;62000.0;44.927536231884055
TAGUATINGA;AREA DES/ECONOMICO-AGUAS CLARAS;60227;2022;2022-3;1;294000;0.05;365000.0;500.0;500.0;250.0;11;OBSTRUIDO;Mista;1;1;1;1;71000.0;24.149659863945576
BRASILIA;SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;60598;2022;2022-3;2;181000;0.05;211500.0;20.0;20.0;20.0;4;OBSTRUIDO;Mista;0;1;1;1;30500.0;16.85082872928177
BRASILIA;SETOR DE MANSOES DO LAGO-INTERNA;60212;2022;2022-3;7;2140000;0.05;2151000.0;4800.0;4800.0;6000.0;1;EM CONSTRUCAO;Unifamiliar;1;0;0;0;11000.0;0.5140186915887851
CEILANDIA;SETOR INDUSTRIAL I                           ;60227;2022;2022-3;12;34600;0.05;55550.0;120.0;120.0;60.0;10;VAGO;Mista;1;1;1;1;20950.0;60.54913294797688
CEILANDIA;SETOR INDUSTRIAL I                           ;60227;2022;2022-3;13;34600;0.05;41100.0;120.0;120.0;60.0;3;VAGO;Mista;1;1;1;1;6500.0;18.786127167630056
CEILANDIA;SETOR INDUSTRIAL I                           ;60227;2022;2022-3;14;34600;0.05;34600.0;120.0;120.0;60.0;1;VAGO;Mista;1;1;1;1;0.0;0.0
CEILANDIA;SETOR INDUSTRIAL I                           ;60227;2022;2022-3;22;34600;0.05;36000.0;120.0;120.0;60.0;1;VAGO;Mista;1;1;1;1;1400.0;4.046242774566474
CEILANDIA;SETOR HABITACIONAL SOL NASCENTE TRECHO 01 ETAPA I;60228;2022;2022-3;23;198000;0.05;206300.0;897.064;897.064;640.76;1;VAGO;Institucional;0;0;0;1;8300.0;4.191919191919192
CEILANDIA;SETOR HABITACIONAL SOL NASCENTE TRECHO 01 ETAPA I;60228;2022;2022-3;24;198000;0.05;203300.0;895.342;895.342;639.53;1;VAGO;Institucional;0;0;0;1;5300.0;2.6767676767676765
GAMA;SETOR SUL                                    ;60216;2022;2022-3;27;195000;0.05;220000.5;1250.0;625.0;312.5;2;VAGO;Mista;1;1;1;1;25000.5;12.82076923076923
GAMA;SETOR SUL                                    ;60216;2022;2022-3;28;195000;0.05;198000.0;1250.0;625.0;312.5;1;CERCADO;Mista;1;1;1;1;3000.0;1.5384615384615385
GAMA;SETOR SUL                                    ;60216;2022;2022-3;30;195000;0.05;195500.0;1250.0;625.0;312.5;1;VAGO;Mista;1;1;1;1;500.0;0.2564102564102564
GUARA;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;60220;2022;2022-3;33;311000;0.05;521139.17;465.696;465.696;194.04;14;VAGO;Mista;1;1;1;1;210139.16999999998;67.56886495176848
GUARA;POLO DE MODAS - SRIA/GUARA;60216;2022;2022-3;34;458000;0.05;473000.0;826.88;620.16;206.72;3;OCUPADO;Mista;1;1;1;1;15000.0;3.2751091703056767
SAO SEBASTIAO;SETOR HABITACIONAL JARDIM BOTANICO;60214;2022;2022-3;37;595000;0.05;1150000.0;1591.98;1591.98;1061.32;11;VAGO;Unifamiliar;1;0;0;0;555000.0;93.27731092436974
LAGO NORTE;SETOR HABITACIONAL TAQUARI;60211;2022;2022-3;39;540000;0.05;963066.6;640.0;640.0;800.0;23;VAGO;Unifamiliar;1;0;0;0;423066.6;78.34566666666666
LAGO NORTE;SETOR HABITACIONAL TAQUARI;60211;2022;2022-3;40;592000;0.05;857000.0;733.928;733.928;917.41;8;VAGO;Unifamiliar;1;0;0;0;265000.0;44.763513513513516
RIACHO FUNDO II;HABITACIONAL RIACHO FUNDO II;60217;2022;2022-3;46;122000;0.05;181500.0;273.0;127.4;91.0;1;VAGO;Mista;1;1;1;1;59500.0;48.77049180327869
RIACHO FUNDO II;HABITACIONAL RIACHO FUNDO II;60217;2022;2022-3;47;122000;0.05;141520.0;273.0;127.4;91.0;1;VAGO;Mista;1;1;1;1;19520.0;16.0
RIACHO FUNDO II;HABITACIONAL RIACHO FUNDO II;60217;2022;2022-3;50;122000;0.05;207100.0;273.0;127.4;91.0;2;OCUPADO;Mista;1;1;1;1;85100.0;69.75409836065573
RIACHO FUNDO II;HABITACIONAL RIACHO FUNDO II;60217;2022;2022-3;51;122000;0.05;195500.0;273.0;127.4;91.0;3;VAGO;Mista;1;1;1;1;73500.0;60.245901639344254
RIACHO FUNDO II;HABITACIONAL RIACHO FUNDO II;60217;2022;2022-3;52;122000;0.05;218000.0;273.0;127.4;91.0;3;VAGO;Mista;1;1;1;1;96000.0;78.68852459016394
SAMAMBAIA;CENTRO URBANO;60217;2022;2022-3;54;641000;0.05;657000.0;1193.85;795.9;397.95;1;VAGO;Mista;1;1;1;1;16000.0;2.49609984399376
SAMAMBAIA;QS-SAMAMBAIA;60217;2022;2022-3;57;143000;0.05;212511.0;350.0;200.0;100.0;4;VAGO;Mista;1;1;1;1;69511.0;48.60909090909091
SAMAMBAIA;QS-SAMAMBAIA;60217;2022;2022-3;59;143000;0.05;153000.0;350.0;200.0;100.0;2;OCUPADO;Mista;1;1;1;1;10000.0;6.993006993006993
SAMAMBAIA;QS-SAMAMBAIA;60217;2022;2022-3;60;143000;0.05;153000.0;350.0;200.0;100.0;2;OCUPADO;Mista;1;1;1;1;10000.0;6.993006993006993
SAMAMBAIA;QS-SAMAMBAIA;60217;2022;2022-3;63;143000;0.05;145000.0;350.0;200.0;100.0;1;VAGO;Mista;1;1;1;1;2000.0;1.3986013986013985
SAMAMBAIA;QN-SAMAMBAIA;60219;2022;2022-3;66;109000;0.05;109000.0;300.0;200.0;100.0;1;VAGO;Mista;1;1;1;1;0.0;0.0
SAMAMBAIA;QN-SAMAMBAIA;60219;2022;2022-3;68;109000;0.05;126000.0;300.0;200.0;100.0;1;VAGO;Mista;1;1;1;1;17000.0;15.59633027522936
SAMAMBAIA;QN-SAMAMBAIA;60219;2022;2022-3;72;109000;0.05;109000.0;300.0;200.0;100.0;1;VAGO;Mista;1;1;1;1;0.0;0.0
SAMAMBAIA;QN-SAMAMBAIA;60219;2022;2022-3;73;838000;0.05;853000.0;5094.03;3396.02;1698.01;1;OBSTRUIDO;Mista;1;1;1;1;15000.0;1.7899761336515514
SAMAMBAIA;QN-SAMAMBAIA;60219;2022;2022-3;74;148000;0.05;181255.0;450.0;300.0;150.0;1;OBSTRUIDO;Mista;1;1;1;1;33255.0;22.469594594594593
SAMAMBAIA;QS-SAMAMBAIA;60219;2022;2022-3;81;109000;0.05;110000.0;300.0;200.0;100.0;1;VAGO;Mista;1;1;1;1;1000.0;0.9174311926605505
SAMAMBAIA;QS-SAMAMBAIA;60219;2022;2022-3;85;133000;0.05;153000.0;300.0;200.0;100.0;2;VAGO;Mista;1;1;1;1;20000.0;15.037593984962406
SAMAMBAIA;QS-SAMAMBAIA;60219;2022;2022-3;86;133000;0.05;145000.0;300.0;200.0;100.0;2;VAGO;Mista;1;1;1;1;12000.0;9.022556390977442
SAMAMBAIA;AREA DE DESENVOLVIMENTO ECONOMICO SUL;60227;2022;2022-3;98;113000;0.05;350000.0;300.0;300.0;150.0;2;OCUPADO;Mista;1;1;1;1;237000.0;209.73451327433628
SAMAMBAIA;AREA DE DESENVOLVIMENTO ECONOMICO SUL;60227;2022;2022-3;99;87000;0.05;164335.06;210.0;210.0;105.0;3;VAGO;Mista;1;1;1;1;77335.06;88.89087356321839
SAMAMBAIA;AREA DE DESENVOLVIMENTO ECONOMICO SUL;60227;2022;2022-3;100;87000;0.05;164335.06;210.0;210.0;105.0;2;VAGO;Mista;1;1;1;1;77335.06;88.89087356321839
SAMAMBAIA;QI-SAMAMBAIA;60227;2022;2022-3;101;117000;0.05;201001.99;200.0;200.0;100.0;7;OCUPADO;Mista;1;1;1;1;84001.98999999999;71.79657264957264
SAMAMBAIA;QI-SAMAMBAIA;60227;2022;2022-3;102;117000;0.05;201005.01;200.0;200.0;100.0;5;OCUPADO;Mista;1;1;1;1;84005.01000000001;71.79915384615386
SANTA MARIA;POLO DESENV/ECONOMICO JUSCELINO KUBITSCHEK INDUSTRIA COMERCIO DE APOIO;60225;2022;2022-3;109;4920000;0.05;4930105.0;30000.0;10000.0;10000.0;1;OBSTRUIDO;Mista;0;1;1;1;10105.0;0.2053861788617886
TAGUATINGA;BAIRRO AGUAS CLARAS;60213;2022;2022-5;1;11800000;0.2;18611000.0;14314.825;8588.895;5725.93;3;VAGO;Multifamiliar;1;0;0;0;6811000.0;57.720338983050844
TAGUATINGA;BAIRRO AGUAS CLARAS;60222;2022;2022-5;2;5360000;0.2;11521000.0;7200.0;2160.0;3600.0;13;CERCADO;Mista;0;1;1;1;6161000.0;114.94402985074628
BRASILIA;SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;60033;2022;2022-5;5;7390000;0.05;7611700.0;2812.0;2812.0;740.0;1;VAGO;Mista;1;1;0;1;221700.0;3.0
BRASILIA;SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;60033;2022;2022-5;6;7390000;0.05;7537800.0;2812.0;2812.0;740.0;1;VAGO;Mista;1;1;0;1;147800.0;2.0
BRASILIA;SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;60601;2022;2022-5;9;21400000;0.05;21400000.0;11280.0;11280.0;3760.0;1;VAGO;Comercial;0;1;1;1;0.0;0.0
CEILANDIA;SETOR INDUSTRIAL I                           ;60225;2022;2022-5;20;102000;0.05;142951.79;480.375;480.375;320.25;3;CONSTRUIDO;Mista;0;1;1;1;40951.79000000001;40.14881372549021
CEILANDIA;SETOR INDUSTRIAL I                           ;60225;2022;2022-5;21;102000;0.05;149990.0;480.375;480.375;320.25;8;OCUPADO;Mista;0;1;1;1;47990.0;47.04901960784314
GAMA;SETOR DE MULTIPLAS ATIVIDADES;60224;2022;2022-5;25;239000;0.05;241000.0;544.8;340.5;340.5;3;VAGO;Mista;0;1;1;1;2000.0;0.8368200836820083
GUARA;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;60214;2022;2022-5;26;216000;0.05;305059.0;313.584;313.584;130.66;3;CERCADO;Unifamiliar;1;0;0;0;89059.0;41.23101851851852
GUARA;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;60214;2022;2022-5;27;236000;0.05;427531.83;345.6;345.6;144.0;11;VAGO;Unifamiliar;1;0;0;0;191531.83000000002;81.15755508474577
GUARA;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;60214;2022;2022-5;28;236000;0.05;450000.0;345.6;345.6;144.0;6;VAGO;Unifamiliar;1;0;0;0;214000.0;90.67796610169492
GUARA;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;60214;2022;2022-5;29;236000;0.05;367000.0;345.6;345.6;144.0;9;VAGO;Unifamiliar;1;0;0;0;131000.0;55.50847457627118
GUARA;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;60217;2022;2022-5;31;1970000;0.05;1971000.0;2500.0;1875.0;625.0;1;VAGO;Mista;1;1;1;1;1000.0;0.050761421319796954
GUARA;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;60317;2022;2022-5;34;4580000;0.05;4651000.0;625.0;312.5;1250.0;1;VAGO;Comercial;0;1;0;0;71000.0;1.5502183406113539
SAO SEBASTIAO;SETOR HABITACIONAL JARDIM BOTANICO;60214;2022;2022-5;35;454000;0.05;1037000.0;1281.9;1281.9;854.6;12;VAGO;Unifamiliar;1;0;0;0;583000.0;128.41409691629957
SAO SEBASTIAO;SETOR HABITACIONAL JARDIM BOTANICO;60214;2022;2022-5;36;459000;0.05;971999.99;1173.0;1173.0;782.0;9;VAGO;Unifamiliar;1;0;0;0;512999.99;111.7647037037037
SAO SEBASTIAO;SETOR HABITACIONAL JARDIM BOTANICO;60214;2022;2022-5;37;431000;0.05;884000.0;1200.0;1200.0;800.0;19;VAGO;Unifamiliar;1;0;0;0;453000.0;105.10440835266822
RECANTO DAS EMAS;RECANTO DAS EMAS;60217;2022;2022-5;45;46200;0.05;87000.5;227.424;177.984;98.88;11;OBSTRUIDO;Mista;1;1;1;1;40800.5;88.31277056277057
RIACHO FUNDO II;HABITACIONAL RIACHO FUNDO II;60217;2022;2022-5;49;570000;0.05;625000.0;1599.42;746.396;533.14;1;VAGO;Mista;1;1;1;1;55000.0;9.649122807017543
RIACHO FUNDO II;HABITACIONAL RIACHO FUNDO II;60217;2022;2022-5;50;572000;0.05;705000.0;1605.36;749.168;535.12;1;VAGO;Mista;1;1;1;1;133000.0;23.251748251748253
RIACHO FUNDO II;HABITACIONAL RIACHO FUNDO II;60217;2022;2022-5;51;793000;0.05;901014.22;2205.896;1102.948;787.82;1;VAGO;Mista;1;1;1;1;108014.21999999997;13.620960907944509
RIACHO FUNDO II;HABITACIONAL RIACHO FUNDO II;60222;2022;2022-5;52;61100;0.05;106630.0;100.0;70.0;50.0;9;OBSTRUIDO;Mista;0;1;1;1;45530.0;74.51718494271687
RIACHO FUNDO II;HABITACIONAL RIACHO FUNDO II;60222;2022;2022-5;53;86300;0.05;146000.0;148.48;103.936;74.24;3;OCUPADO;Mista;0;1;1;1;59700.0;69.17728852838934
SAMAMBAIA;QN-SAMAMBAIA;60217;2022;2022-5;56;118000;0.05;125000.0;350.0;200.0;100.0;1;VAGO;Mista;1;1;1;1;7000.0;5.932203389830509
SAMAMBAIA;QN-SAMAMBAIA;60217;2022;2022-5;57;118000;0.05;125000.0;350.0;200.0;100.0;1;VAGO;Mista;1;1;1;1;7000.0;5.932203389830509
SAMAMBAIA;QN-SAMAMBAIA;60217;2022;2022-5;58;219000;0.05;224797.0;614.25;351.0;175.5;2;VAGO;Mista;1;1;1;1;5797.0;2.6470319634703197
SAMAMBAIA;QS-SAMAMBAIA;60217;2022;2022-5;64;143000;0.05;153000.0;350.0;200.0;100.0;2;VAGO;Mista;1;1;1;1;10000.0;6.993006993006993
SAMAMBAIA;QS-SAMAMBAIA;60219;2022;2022-5;75;238000;0.05;241000.0;795.0;530.0;265.0;1;VAGO;Mista;1;1;1;1;3000.0;1.2605042016806722
SAMAMBAIA;QS-SAMAMBAIA;60219;2022;2022-5;76;109000;0.05;115500.0;300.0;200.0;100.0;1;VAGO;Mista;1;1;1;1;6500.0;5.963302752293578
SAMAMBAIA;QS-SAMAMBAIA;60219;2022;2022-5;80;238000;0.05;241000.0;795.0;530.0;265.0;1;VAGO;Mista;1;1;1;1;3000.0;1.2605042016806722
SAMAMBAIA;QS-SAMAMBAIA;60219;2022;2022-5;81;109000;0.05;115000.0;300.0;200.0;100.0;1;OBSTRUIDO;Mista;1;1;1;1;6000.0;5.5045871559633035
SAMAMBAIA;QN-SAMAMBAIA;60220;2022;2022-5;82;109000;0.05;112500.0;300.0;200.0;100.0;1;VAGO;Mista;1;1;1;1;3500.0;3.211009174311927
SAMAMBAIA;QN-SAMAMBAIA;60220;2022;2022-5;86;109000;0.05;135700.0;300.0;200.0;100.0;1;VAGO;Mista;1;1;1;1;26700.0;24.4954128440367
SAMAMBAIA;QN-SAMAMBAIA;60220;2022;2022-5;87;109000;0.05;140000.0;300.0;200.0;100.0;1;VAGO;Mista;1;1;1;1;31000.0;28.440366972477065
