DS_CIDADE;DS_SETOR;COD_DESTINACAO_IMOVEL;ANO_VENDA;NR_EDITAL;ITEM_EDITAL;VALOR_LAUDO;PERCENTUAL_ENTRADA;VALOR_VENDA;AREA_MAX_CONSTR;AREA_BASE;AREA;QTD_OFERTAS;SITUACAO_VISTORIA;TIPO_USO_DESTINACAO;RESIDENCIAL;COMERCIAL;INDUSTRIAL;INSTITUCIONAL;AGIO_ABSOLUTO;AGIO_PERCENTUAL
CEILANDIA;SETOR DE MATERIAL DE CONSTRUCAO              ;60225;2023;2023-6;6;294000;0.05;498000.5;2100.0;2100.0;1050.0;2;CERCADO;Mista;0;1;1;1;204000.5;69.38792517006803
CEILANDIA;SETOR INDUSTRIAL I                           ;60225;2023;2023-6;7;73300;0.05;108200.0;315.0;315.0;210.0;2;CERCADO;Mista;0;1;1;1;34900.0;47.61255115961801
GAMA;SETOR SUL                                    ;60216;2023;2023-6;10;979000;0.05;1023456.78;8000.0;4000.0;2000.0;1;VAGO;Mista;1;1;1;1;44456.78000000003;4.541039836567929
GUARA;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;60214;2023;2023-6;16;267000;0.05;406501.01;345.6;345.6;144.0;7;VAGO;Unifamiliar;1;0;0;0;139501.01;52.24756928838951
GUARA;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;60214;2023;2023-6;17;221000;0.05;406352.05;310.968;310.968;129.57;12;VAGO;Unifamiliar;1;0;0;0;185352.05;83.86970588235295
GUARA;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;60220;2023;2023-6;18;325000;0.05;391100.0;484.608;484.608;201.92;4;VAGO;Mista;1;1;1;1;66100.0;20.338461538461537
LAGO NORTE;SETOR HABITACIONAL TAQUARI;60211;2023;2023-6;26;621000;0.05;940000.0;640.0;640.0;800.0;16;CERCADO;Unifamiliar;1;0;0;0;319000.0;51.368760064412236
RECANTO DAS EMAS;RECANTO DAS EMAS;60217;2023;2023-6;30;215000;0.05;335001.01;661.25;517.5;287.5;3;OCUPADO;Mista;1;1;1;1;120001.01000000001;55.81442325581396
RECANTO DAS EMAS;RECANTO DAS EMAS;60217;2023;2023-6;31;132000;0.05;132000.0;345.0;270.0;150.0;1;VAGO;Mista;1;1;1;1;0.0;0.0
RIACHO FUNDO II;HABITACIONAL RIACHO FUNDO II;60217;2023;2023-6;35;397000;0.05;552552.55;935.73;436.674;311.91;1;VAGO;Mista;1;1;1;1;155552.55000000005;39.1820025188917
RIACHO FUNDO II;HABITACIONAL RIACHO FUNDO II;60217;2023;2023-6;37;395000;0.05;552552.55;931.02;434.476;310.34;1;VAGO;Mista;1;1;1;1;157552.55000000005;39.88672151898736
RIACHO FUNDO II;HABITACIONAL RIACHO FUNDO II;60222;2023;2023-6;44;598000;0.05;752000.0;1620.0;756.0;540.0;2;VAGO;Mista;0;1;1;1;154000.0;25.75250836120401
SAMAMBAIA;QN-SAMAMBAIA;60217;2023;2023-6;56;150000;0.05;166000.0;350.0;200.0;100.0;2;EM CONSTRUCAO;Mista;1;1;1;1;16000.0;10.666666666666668
SAMAMBAIA;QN-SAMAMBAIA;60217;2023;2023-6;57;150000;0.05;157513.0;350.0;200.0;100.0;1;VAGO;Mista;1;1;1;1;7513.0;5.008666666666667
SAMAMBAIA;QR-SAMAMBAIA;60217;2023;2023-6;58;810000;0.05;960000.0;2480.87;1417.64;708.82;1;CERCADO;Mista;1;1;1;1;150000.0;18.51851851851852
SAMAMBAIA;QR-SAMAMBAIA;60217;2023;2023-6;59;803000;0.05;1000000.0;2460.535;1406.02;703.01;1;CERCADO;Mista;1;1;1;1;197000.0;24.533001245330013
SAMAMBAIA;QR-SAMAMBAIA;60217;2023;2023-6;60;1110000;0.05;1350000.0;3439.87;1965.64;982.82;1;CERCADO;Mista;1;1;1;1;240000.0;21.62162162162162
SAMAMBAIA;QN-SAMAMBAIA;60219;2023;2023-6;61;1220000;0.05;1790999.99;3536.94;2357.96;1178.98;2;VAGO;Mista;1;1;1;1;570999.99;46.80327786885246
SAMAMBAIA;QN-SAMAMBAIA;60219;2023;2023-6;63;139000;0.05;180001.99;300.0;200.0;100.0;1;OBSTRUIDO;Mista;1;1;1;1;41001.98999999999;29.497834532374096
SAMAMBAIA;QS-SAMAMBAIA;60219;2023;2023-6;68;698000;0.05;1611000.0;2408.97;1605.98;802.99;2;OBSTRUIDO;Mista;1;1;1;1;913000.0;130.8022922636103
SAMAMBAIA;QS-SAMAMBAIA;60220;2023;2023-6;79;69800;0.05;100000.0;300.0;200.0;100.0;3;VAGO;Mista;1;1;1;1;30200.0;43.26647564469914
SAMAMBAIA;QS-SAMAMBAIA;60220;2023;2023-6;80;176000;0.05;178500.0;528.0;352.0;176.0;3;VAGO;Mista;1;1;1;1;2500.0;1.4204545454545454
SAMAMBAIA;QS-SAMAMBAIA;60220;2023;2023-6;82;176000;0.05;181500.0;528.0;352.0;176.0;1;VAGO;Mista;1;1;1;1;5500.0;3.125
SAMAMBAIA;QS-SAMAMBAIA;60220;2023;2023-6;83;71000;0.05;77000.0;307.5;205.0;102.5;1;VAGO;Mista;1;1;1;1;6000.0;8.450704225352112
SOBRADINHO;SOBRADINHO                                   ;60217;2023;2023-6;91;1270000;0.05;1819738.0;1200.0;1200.0;400.0;1;VAGO;Mista;1;1;1;1;549738.0;43.28645669291338
TAGUATINGA;BAIRRO AGUAS CLARAS;60217;2023;2023-7;1;636000;0.05;951000.9;600.0;360.0;300.0;11;VAGO;Mista;1;1;1;1;315000.9;49.52844339622642
BRASILIA;SETOR DE HABITACOES INDIVIDUAIS SUL          ;60228;2023;2023-7;8;2140000;0.05;7600000.0;840.0;840.0;1200.0;22;VAGO;Institucional;0;0;0;1;5460000.0;255.14018691588785
CEILANDIA;SETOR N NORTE-QUADRA RESIDENCIAL             ;60217;2023;2023-7;11;3670000;0.05;3850000.0;13094.1;4364.7;2182.35;1;OBSTRUIDO;Mista;1;1;1;1;180000.0;4.904632152588556
CEILANDIA;SETOR O NORTE                                ;60217;2023;2023-7;12;1720000;0.05;2121000.0;7650.0;5100.0;2550.0;1;VAGO;Mista;1;1;1;1;401000.0;23.313953488372093
CEILANDIA;SETOR O NORTE-QUADRA RESIDENCIAL             ;60219;2023;2023-7;14;354000;0.05;354000.0;1134.0;756.0;378.0;1;OBSTRUIDO;Mista;1;1;1;1;0.0;0.0
CEILANDIA;SETOR DE MATERIAL DE CONSTRUCAO              ;60225;2023;2023-7;15;294000;0.05;2210000.0;2100.0;2100.0;1050.0;4;OCUPADO;Mista;0;1;1;1;1916000.0;651.7006802721088
CEILANDIA;SETOR DE MATERIAL DE CONSTRUCAO              ;60225;2023;2023-7;16;294000;0.05;2200000.0;2100.0;2100.0;1050.0;6;OCUPADO;Mista;0;1;1;1;1906000.0;648.2993197278912
GAMA;SETOR SUL                                    ;60215;2023;2023-7;26;141000;0.05;142800.0;625.0;625.0;312.5;1;VAGO;Unifamiliar;1;0;0;0;1800.0;1.276595744680851
GAMA;SETOR SUL                                    ;60216;2023;2023-7;27;191000;0.05;222000.0;1250.0;625.0;312.5;1;VAGO;Mista;1;1;1;1;31000.0;16.230366492146597
GUARA;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;60220;2023;2023-7;31;263000;0.05;430000.01;380.765;380.765;158.652;5;OBSTRUIDO;Mista;1;1;1;1;167000.01;63.49810266159697
GUARA;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;60215;2023;2023-7;32;316000;0.05;472999.99;470.496;470.496;196.04;6;OCUPADO;Unifamiliar;1;0;0;0;156999.99;49.6835411392405
GUARA;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;60215;2023;2023-7;33;238000;0.05;300000.0;339.648;339.648;141.52;4;CERCADO;Unifamiliar;1;0;0;0;62000.0;26.05042016806723
GUARA;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;60222;2023;2023-7;34;1320000;0.05;1501000.96;3600.0;2700.0;900.0;3;VAGO;Mista;0;1;1;1;181000.95999999996;13.712193939393938
PARANOA;PARANOÁ PARQUE;60221;2023;2023-7;38;787000;0.05;851000.0;2907.907;1615.504;1615.504;1;OBSTRUIDO;Mista;0;1;1;1;64000.0;8.132147395171538
PARANOA;PARANOÁ PARQUE;60221;2023;2023-7;39;804000;0.05;815000.0;2993.411;1663.006;1663.006;1;VAGO;Mista;0;1;1;1;11000.0;1.3681592039800996
PARANOA;PARANOÁ PARQUE;60221;2023;2023-7;40;804000;0.05;810000.0;2993.407;1663.004;1663.004;1;VAGO;Mista;0;1;1;1;6000.0;0.7462686567164178
PARANOA;PARANOÁ PARQUE;60221;2023;2023-7;41;804000;0.05;805000.0;2993.411;1663.006;1663.006;1;VAGO;Mista;0;1;1;1;1000.0;0.12437810945273632
RECANTO DAS EMAS;AREA DE DESENVOLVIMENTO ECONOMICO;60227;2023;2023-7;53;319000;0.05;352100.0;1135.876;1135.876;283.969;2;OCUPADO;Mista;1;1;1;1;33100.0;10.376175548589343
SAMAMBAIA;QR-SAMAMBAIA;60213;2023;2023-7;57;1050000;0.05;1351000.97;3150.0;1800.0;900.0;2;VAGO;Multifamiliar;1;0;0;0;301000.97;28.666759047619045
SAMAMBAIA;QR-SAMAMBAIA;60213;2023;2023-7;58;1050000;0.05;1352000.97;3150.0;1800.0;900.0;2;VAGO;Multifamiliar;1;0;0;0;302000.97;28.761997142857137
SAMAMBAIA;QS-SAMAMBAIA;60217;2023;2023-7;63;1080000;0.05;1080960.0;3175.09;1867.7;933.85;1;VAGO;Mista;1;1;1;1;960.0;0.08888888888888889
SAMAMBAIA;QS-SAMAMBAIA;60217;2023;2023-7;64;1310000;0.05;1554400.0;3902.01;2295.3;1147.65;2;VAGO;Mista;1;1;1;1;244400.0;18.656488549618324
SAMAMBAIA;QN-SAMAMBAIA;60219;2023;2023-7;67;1320000;0.05;1550000.97;3690.0;2460.0;1230.0;1;VAGO;Mista;1;1;1;1;230000.96999999997;17.424315909090907
SAMAMBAIA;QS-SAMAMBAIA;60219;2023;2023-7;70;143000;0.05;149999.99;300.0;200.0;100.0;2;OBSTRUIDO;Mista;1;1;1;1;6999.989999999991;4.895097902097896
SAMAMBAIA;QS-SAMAMBAIA;60219;2023;2023-7;71;143000;0.05;143999.99;300.0;200.0;100.0;2;OBSTRUIDO;Mista;1;1;1;1;999.9899999999907;0.6992937062936998
SAMAMBAIA;QS-SAMAMBAIA;60219;2023;2023-7;72;143000;0.05;143999.99;300.0;200.0;100.0;1;VAGO;Mista;1;1;1;1;999.9899999999907;0.6992937062936998
SAMAMBAIA;QS-SAMAMBAIA;60219;2023;2023-7;73;143000;0.05;143999.99;300.0;200.0;100.0;1;VAGO;Mista;1;1;1;1;999.9899999999907;0.6992937062936998
SAMAMBAIA;QS-SAMAMBAIA;60220;2023;2023-7;78;1380000;0.05;1501000.0;4665.9;3110.6;1555.3;1;VAGO;Mista;1;1;1;1;121000.0;8.768115942028984
SAMAMBAIA;QS-SAMAMBAIA;60220;2023;2023-7;79;141000;0.05;141000.0;378.0;252.0;126.0;1;OBSTRUIDO;Mista;1;1;1;1;0.0;0.0
SAMAMBAIA;QS-SAMAMBAIA;60220;2023;2023-7;80;141000;0.05;148900.0;378.0;252.0;126.0;2;OBSTRUIDO;Mista;1;1;1;1;7900.0;5.6028368794326235
SAMAMBAIA;QS-SAMAMBAIA;60220;2023;2023-7;81;141000;0.05;148900.0;378.0;252.0;126.0;2;VAGO;Mista;1;1;1;1;7900.0;5.6028368794326235
SAMAMBAIA;QS-SAMAMBAIA;60220;2023;2023-7;82;141000;0.05;148900.0;378.0;252.0;126.0;1;VAGO;Mista;1;1;1;1;7900.0;5.6028368794326235
TAGUATINGA;BAIRRO AGUAS CLARAS-QS;60227;2023;2023-8;8;99700;0.05;145500.0;150.0;150.0;75.0;3;VAGO;Mista;1;1;1;1;45800.0;45.937813440320966
BRASILIA;SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;1003;2023;2023-8;9;202000;0.05;251777.71;20.0;20.0;20.0;2;VAGO;Comercial;0;1;0;0;49777.70999999999;24.642430693069304
BRASILIA;SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;60033;2023;2023-8;11;8710000;0.05;8710888.88;2831.4;2831.4;780.0;1;VAGO;Mista;1;1;0;1;888.8800000008196;0.01020528128588771
BRASILIA;SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;60034;2023;2023-8;14;8250000;0.05;8252000.0;4247.782;4247.782;1930.81;1;VAGO;Mista;0;1;0;1;2000.0;0.024242424242424242
BRASILIA;SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;60034;2023;2023-8;15;8150000;0.05;8152000.0;4188.514;4188.514;1903.87;1;VAGO;Mista;0;1;0;1;2000.0;0.024539877300613498
BRASILIA;SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;60034;2023;2023-8;16;14500000;0.05;14502000.0;8436.296;8436.296;3834.68;1;SITUACAO NAO CADASTRADA;Mista;0;1;0;1;2000.0;0.013793103448275862
CEILANDIA;SETOR INDUSTRIAL I                           ;60221;2023;2023-8;23;65400;0.05;111210.67;366.0;366.0;183.0;7;VAGO;Mista;0;1;1;1;45810.67;70.04689602446483
CEILANDIA;SETOR INDUSTRIAL I                           ;60225;2023;2023-8;24;73300;0.05;84285.24;315.0;315.0;210.0;2;CERCADO;Mista;0;1;1;1;10985.240000000005;14.986684856753078
CEILANDIA;SETOR INDUSTRIAL I                           ;60225;2023;2023-8;25;73300;0.05;128000.9;315.0;315.0;210.0;3;VAGO;Mista;0;1;1;1;54700.899999999994;74.62605729877217
CEILANDIA;SETOR INDUSTRIAL I                           ;60225;2023;2023-8;26;73300;0.05;101000.9;315.0;315.0;210.0;4;OBSTRUIDO;Mista;0;1;1;1;27700.899999999994;37.791132332878576
CEILANDIA;SETOR INDUSTRIAL I                           ;60225;2023;2023-8;27;73300;0.05;86000.22;315.0;315.0;210.0;2;OBSTRUIDO;Mista;0;1;1;1;12700.220000000001;17.32635743519782
CEILANDIA;SETOR INDUSTRIAL I                           ;60225;2023;2023-8;28;73300;0.05;110000.0;315.0;315.0;210.0;4;OBSTRUIDO;Mista;0;1;1;1;36700.0;50.068212824010914
CEILANDIA;SETOR INDUSTRIAL I                           ;60225;2023;2023-8;29;73300;0.05;86000.22;315.0;315.0;210.0;2;OBSTRUIDO;Mista;0;1;1;1;12700.220000000001;17.32635743519782
CEILANDIA;SETOR INDUSTRIAL I                           ;60225;2023;2023-8;30;73300;0.05;90000.0;315.0;315.0;210.0;4;OBSTRUIDO;Mista;0;1;1;1;16700.0;22.78308321964529
CEILANDIA;SETOR INDUSTRIAL I                           ;60225;2023;2023-8;31;73300;0.05;86000.22;315.0;315.0;210.0;2;OBSTRUIDO;Mista;0;1;1;1;12700.220000000001;17.32635743519782
CEILANDIA;SETOR INDUSTRIAL I                           ;60225;2023;2023-8;32;73300;0.05;86000.22;315.0;315.0;210.0;1;CERCADO;Mista;0;1;1;1;12700.220000000001;17.32635743519782
CEILANDIA;SETOR INDUSTRIAL I                           ;60225;2023;2023-8;33;73300;0.05;86000.22;315.0;315.0;210.0;1;CERCADO;Mista;0;1;1;1;12700.220000000001;17.32635743519782
CEILANDIA;SETOR DE DESENVOLVIMENTO ECONOMICO CENTRO NORTE;60227;2023;2023-8;35;136000;0.05;139001.99;300.0;300.0;150.0;1;VAGO;Mista;1;1;1;1;3001.9899999999907;2.2073455882352873
CEILANDIA;SETOR DE DESENVOLVIMENTO ECONOMICO CENTRO NORTE;60227;2023;2023-8;36;172000;0.05;173000.0;400.0;400.0;200.0;2;OCUPADO;Mista;1;1;1;1;1000.0;0.5813953488372093
CEILANDIA;SETOR DE MATERIAL DE CONSTRUCAO              ;60227;2023;2023-8;37;40300;0.05;93053.85;140.0;140.0;70.0;1;OCUPADO;Mista;1;1;1;1;52753.850000000006;130.9028535980149
GUARA;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;60214;2023;2023-8;39;291000;0.05;451020.0;427.944;427.944;178.31;9;VAGO;Unifamiliar;1;0;0;0;160020.0;54.98969072164949
GUARA;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;60214;2023;2023-8;40;260000;0.05;432024.3;375.864;375.864;156.61;10;VAGO;Unifamiliar;1;0;0;0;172024.3;66.1631923076923
GUARA;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;60214;2023;2023-8;41;242000;0.05;322000.0;345.6;345.6;144.0;5;CERCADO;Unifamiliar;1;0;0;0;80000.0;33.057851239669425
SAO SEBASTIAO;SETOR HABITACIONAL JARDIM BOTANICO;60214;2023;2023-8;43;885000;0.05;997146.0;1661.91;1661.91;1107.94;1;VAGO;Unifamiliar;1;0;0;0;112146.0;12.671864406779662
SAO SEBASTIAO;SETOR HABITACIONAL JARDIM BOTANICO;60214;2023;2023-8;44;650000;0.05;805999.99;1173.0;1173.0;782.0;2;VAGO;Unifamiliar;1;0;0;0;155999.99;23.99999846153846
SAO SEBASTIAO;SETOR HABITACIONAL JARDIM BOTANICO;60214;2023;2023-8;45;720000;0.05;905000.0;1315.86;1315.86;877.24;1;CERCADO;Unifamiliar;1;0;0;0;185000.0;25.694444444444443
SAO SEBASTIAO;SETOR HABITACIONAL JARDIM BOTANICO;60214;2023;2023-8;46;780000;0.05;826857.0;1597.665;1597.665;1065.11;1;VAGO;Unifamiliar;1;0;0;0;46857.0;6.007307692307692
LAGO NORTE;SETOR HABITACIONAL TAQUARI;60211;2023;2023-8;47;651000;0.05;651000.0;596.336;596.336;745.42;1;OCUPADO;Unifamiliar;1;0;0;0;0.0;0.0
LAGO NORTE;SETOR HABITACIONAL TAQUARI;60211;2023;2023-8;48;681000;0.05;920000.0;640.0;640.0;800.0;4;VAGO;Unifamiliar;1;0;0;0;239000.0;35.095447870778266
RECANTO DAS EMAS;RECANTO DAS EMAS;60217;2023;2023-8;54;132000;0.05;133000.0;345.0;270.0;150.0;1;VAGO;Mista;1;1;1;1;1000.0;0.7575757575757576
RECANTO DAS EMAS;RECANTO DAS EMAS;60217;2023;2023-8;55;132000;0.05;140000.0;345.0;270.0;150.0;2;VAGO;Mista;1;1;1;1;8000.0;6.0606060606060606
RIACHO FUNDO;SETOR HABITACIONAL RIACHO FUNDO              ;60219;2023;2023-8;58;1040000;0.05;1100000.0;2475.0;1650.0;825.0;1;OCUPADO;Mista;1;1;1;1;60000.0;5.769230769230769
RIACHO FUNDO II;HABITACIONAL RIACHO FUNDO II;60222;2023;2023-8;59;93300;0.05;170000.0;150.92;105.644;75.46;1;OCUPADO;Mista;0;1;1;1;76700.0;82.20793140407288
SAMAMBAIA;QR-SAMAMBAIA;60213;2023;2023-8;60;876000;0.05;891000.0;3150.0;1800.0;900.0;1;VAGO;Multifamiliar;1;0;0;0;15000.0;1.7123287671232876
SAMAMBAIA;CENTRO URBANO;60217;2023;2023-8;62;803000;0.05;1530000.0;1399.32;932.88;466.44;2;OBSTRUIDO;Mista;1;1;1;1;727000.0;90.53549190535492
SAMAMBAIA;QS-SAMAMBAIA;60217;2023;2023-8;67;129000;0.05;175100.0;350.0;200.0;100.0;3;VAGO;Mista;1;1;1;1;46100.0;35.736434108527135
SAMAMBAIA;QN-SAMAMBAIA;60219;2023;2023-8;70;143000;0.05;186000.0;300.0;200.0;100.0;1;VAGO;Mista;1;1;1;1;43000.0;30.069930069930066
SAMAMBAIA;QS-SAMAMBAIA;60219;2023;2023-8;78;72000;0.05;78000.0;300.0;200.0;100.0;1;VAGO;Mista;1;1;1;1;6000.0;8.333333333333332
SAMAMBAIA;QS-SAMAMBAIA;60219;2023;2023-8;79;1040000;0.05;1127000.0;5880.0;3920.0;1960.0;2;OBSTRUIDO;Mista;1;1;1;1;87000.0;8.365384615384615
SAMAMBAIA;QS-SAMAMBAIA;60219;2023;2023-8;80;193000;0.05;201000.0;450.0;300.0;150.0;1;VAGO;Mista;1;1;1;1;8000.0;4.145077720207254
SAMAMBAIA;QS-SAMAMBAIA;60219;2023;2023-8;81;193000;0.05;213999.99;450.0;300.0;150.0;2;VAGO;Mista;1;1;1;1;20999.98999999999;10.880823834196885
SAMAMBAIA;QN-SAMAMBAIA;60220;2023;2023-8;85;99300;0.05;105300.0;225.0;150.0;75.0;1;VAGO;Mista;1;1;1;1;6000.0;6.042296072507553
SAMAMBAIA;QN-SAMAMBAIA;60220;2023;2023-8;87;298000;0.05;298004.05;929.4;619.6;309.8;1;VAGO;Mista;1;1;1;1;4.0499999999883585;0.0013590604026806573
SAMAMBAIA;AREA DE DESENVOLVIMENTO ECONOMICO SUL;60227;2023;2023-8;91;93600;0.05;103999.99;210.0;210.0;105.0;1;OCUPADO;Mista;1;1;1;1;10399.990000000005;11.111100427350433
SAMAMBAIA;AREA DE DESENVOLVIMENTO ECONOMICO SUL;60227;2023;2023-8;92;93600;0.05;95000.0;210.0;210.0;105.0;1;OCUPADO;Mista;1;1;1;1;1400.0;1.4957264957264957
SAMAMBAIA;AREA DE DESENVOLVIMENTO ECONOMICO SUL;60227;2023;2023-8;93;93600;0.05;122100.0;210.0;210.0;105.0;3;OCUPADO;Mista;1;1;1;1;28500.0;30.448717948717945
TAGUATINGA;BAIRRO AGUAS CLARAS;60217;2023;2023-9;1;2420000;0.05;3285333.0;2465.92;1479.552;1232.96;3;OBSTRUIDO;Mista;1;1;1;1;865333.0;35.75756198347108
BRASILIA;SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;1893;2023;2023-9;2;19600000;0.3;31000000.0;6300.0;6300.0;1000.0;2;VAGO;Multifamiliar;1;0;0;0;11400000.0;58.16326530612245
BRASILIA;SHCNW-SETOR DE HABITAÇÕES COLETIVAS NOROESTE;1893;2023;2023-9;3;19600000;0.3;33000000.0;6300.0;6300.0;1000.0;2;VAGO;Multifamiliar;1;0;0;0;13400000.0;68.36734693877551
BRASILIA;SETOR DE EMBAIXADAS NORTE                    ;60308;2023;2023-9;8;16000000;0.3;19535000.0;9774.792;9774.792;8145.66;1;VAGO;Mista;0;1;0;1;3535000.0;22.09375
CEILANDIA;SETOR INDUSTRIAL I                           ;60227;2023;2023-9;16;63100;0.05;87777.77;240.0;240.0;120.0;6;OBSTRUIDO;Mista;1;1;1;1;24677.770000000004;39.108985736925526
CEILANDIA;SETOR INDUSTRIAL I                           ;60227;2023;2023-9;17;63100;0.05;74000.0;240.0;240.0;120.0;6;OBSTRUIDO;Mista;1;1;1;1;10900.0;17.27416798732171
JARDIM BOTÂNICO;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;285;2023;2023-9;20;306000;0.05;379600.0;432.68;432.68;432.68;5;VAGO;Unifamiliar;1;0;0;0;73600.0;24.052287581699346
JARDIM BOTÂNICO;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;285;2023;2023-9;21;301000;0.05;361999.99;420.0;420.0;420.0;3;VAGO;Unifamiliar;1;0;0;0;60999.98999999999;20.26577740863787
JARDIM BOTÂNICO;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;285;2023;2023-9;22;301000;0.05;305900.0;420.0;420.0;420.0;1;VAGO;Unifamiliar;1;0;0;0;4900.0;1.627906976744186
JARDIM BOTÂNICO;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;285;2023;2023-9;23;301000;0.05;351111.99;420.0;420.0;420.0;4;VAGO;Unifamiliar;1;0;0;0;50111.98999999999;16.648501661129565
JARDIM BOTÂNICO;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;285;2023;2023-9;24;301000;0.05;321500.0;420.0;420.0;420.0;3;VAGO;Unifamiliar;1;0;0;0;20500.0;6.810631229235881
JARDIM BOTÂNICO;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;285;2023;2023-9;25;301000;0.05;321000.34;420.0;420.0;420.0;1;VAGO;Unifamiliar;1;0;0;0;20000.340000000026;6.644631229235889
JARDIM BOTÂNICO;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;285;2023;2023-9;27;301000;0.05;305150.0;420.0;420.0;420.0;1;VAGO;Unifamiliar;1;0;0;0;4150.0;1.3787375415282392
JARDIM BOTÂNICO;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;285;2023;2023-9;28;321000;0.05;326500.0;477.7;477.7;477.7;5;VAGO;Unifamiliar;1;0;0;0;5500.0;1.7133956386292832
JARDIM BOTÂNICO;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;285;2023;2023-9;31;329000;0.05;400000.0;503.26;503.26;503.26;6;VAGO;Unifamiliar;1;0;0;0;71000.0;21.580547112462007
JARDIM BOTÂNICO;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;285;2023;2023-9;32;301000;0.05;332000.0;420.0;420.0;420.0;1;VAGO;Unifamiliar;1;0;0;0;31000.0;10.299003322259136
JARDIM BOTÂNICO;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;285;2023;2023-9;33;301000;0.05;305070.0;420.0;420.0;420.0;3;VAGO;Unifamiliar;1;0;0;0;4070.0;1.352159468438538
JARDIM BOTÂNICO;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;285;2023;2023-9;35;301000;0.05;302000.0;420.0;420.0;420.0;1;VAGO;Unifamiliar;1;0;0;0;1000.0;0.33222591362126247
JARDIM BOTÂNICO;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;285;2023;2023-9;37;301000;0.05;321010.0;420.0;420.0;420.0;2;VAGO;Unifamiliar;1;0;0;0;20010.0;6.647840531561462
JARDIM BOTÂNICO;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;285;2023;2023-9;38;301000;0.05;341000.0;420.0;420.0;420.0;5;VAGO;Unifamiliar;1;0;0;0;40000.0;13.2890365448505
JARDIM BOTÂNICO;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;285;2023;2023-9;39;306000;0.05;371600.0;435.0;435.0;435.0;6;VAGO;Unifamiliar;1;0;0;0;65600.0;21.437908496732025
JARDIM BOTÂNICO;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;285;2023;2023-9;40;365000;0.05;465999.99;627.07;627.07;627.07;12;VAGO;Unifamiliar;1;0;0;0;100999.98999999999;27.671230136986296
JARDIM BOTÂNICO;COMP. URB. ALDEIAS DO CERRADO - QR 02 - RESIDENCIAL JACARANDAS;285;2023;2023-9;41;367000;0.05;403790.9;631.54;631.54;631.54;4;VAGO;Unifamiliar;1;0;0;0;36790.90000000002;10.024768392370579
SAO SEBASTIAO;SETOR HABITACIONAL JARDIM BOTANICO;60214;2023;2023-9;42;802000;0.05;880000.01;1757.235;1757.235;1171.49;1;VAGO;Unifamiliar;1;0;0;0;78000.01000000001;9.725687032418953
SAO SEBASTIAO;SETOR HABITACIONAL JARDIM BOTANICO;60214;2023;2023-9;44;663000;0.05;781374.15;1323.0;1323.0;882.0;3;VAGO;Unifamiliar;1;0;0;0;118374.15000000002;17.854321266968327
SAO SEBASTIAO;SETOR HABITACIONAL JARDIM BOTANICO;60214;2023;2023-9;45;609000;0.05;695214.0;1200.0;1200.0;800.0;5;VAGO;Unifamiliar;1;0;0;0;86214.0;14.15665024630542
PARANOA;PARANOÁ PARQUE;60221;2023;2023-9;49;866000;0.05;888777.0;3318.766;1843.759;1843.759;1;VAGO;Mista;0;1;1;1;22777.0;2.6301385681293303
