CD_IMOVEL;DS_CIDADE;DS_SETOR;COD_DESTINACAO_IMOVEL;DS_DESTINACAO_IMOVEL;TIPO_USO_DESTINACAO;ANO_VENDA;NR_EDITAL;ITEM_EDITAL;VALOR_LAUDO;PERCENTUAL_ENTRADA;VALOR_VENDA;AREA_MAX_CONSTR;AREA_BASE;AREA;QTD_OFERTAS
595720;GUARA;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;60214;UOS RO  1 - RESIDENCIAL OBRIGATÁRIO, NA CATEGORIA HABITAÇÕO UNIFAMILIAR, SENDO FACULTADO, SIMULTANEAMENTE, O USO NÁO RESIDENCIAL COM ATIVIDADE ECONÁMICA REALIZADA NO ÁMBITO DOMÁSTICO, NÁO SENDO AUTORIZADO O ACESSO INDEPENDENTE (VIDE ANEXO I-TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);Unifamiliar;2025;6;34;288000;5;491090.99;388.8;388.8;162;28
595691;GUARA;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;60220;UOS CSIIR 2 NO - COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL NÁO OBRIGATÁRIO, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÁO, OS USOS COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, NAS CATEGORIAS HABITAÇÕO UNIFAMILIAR OU HABITAÇÕO MULTIFAMILIAR EM TIPOLOGIA DE CASAS OU HABITAÇÕO MULTIFAMILIAR EM TIPOLOGIA DE APARTAMENTOS, NÁO HAVENDO OBRIGATORIEDADE PARA QUALQUER UM DOS USOS. (VIDE ANEXO I ? TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);Mista;2025;6;38;533000;5;535000;432;432;144;1
846107;JARDIM BOTÁNICO;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;285;HABITACAO UNIFAMILIAR;Unifamiliar;2025;6;41;363000;5;415113.94;557.99;557.99;557.99;2
846140;JARDIM BOTÁNICO;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;285;HABITACAO UNIFAMILIAR;Unifamiliar;2025;6;44;317000;5;322000;420;420;420;1
846153;JARDIM BOTÁNICO;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;285;HABITACAO UNIFAMILIAR;Unifamiliar;2025;6;47;317000;5;319856.36;420;420;420;1
846154;JARDIM BOTÁNICO;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;285;HABITACAO UNIFAMILIAR;Unifamiliar;2025;6;48;317000;5;327748.79;420;420;420;2
846174;JARDIM BOTÁNICO;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;285;HABITACAO UNIFAMILIAR;Unifamiliar;2025;6;51;317000;5;320001;420;420;420;2
846175;JARDIM BOTÁNICO;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;285;HABITACAO UNIFAMILIAR;Unifamiliar;2025;6;52;317000;5;319836.99;420;420;420;1
846350;JARDIM BOTÁNICO;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;285;HABITACAO UNIFAMILIAR;Unifamiliar;2025;6;57;342000;5;345510.33;493.96;493.96;493.96;1
846361;JARDIM BOTÁNICO;COMP. URB. ALDEIAS DO CERRADO - QR 04 - RESIDENCIAL SUCUPIRAS;285;HABITACAO UNIFAMILIAR;Unifamiliar;2025;6;60;324000;5;327500;440.65;440.65;440.65;1
558890;SAO SEBASTIAO;SETOR HABITACIONAL JARDIM BOTANICO;60221;UOS CSII 1 - COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL E INDUSTRIAL, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÁO, OS USOS COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL E INDUSTRIAL, SENDO PROIBIDO O USO RESIDENCIAL. (VIDE ANEXO I ? TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS). ADMITIDO O DESENVOLVIMENTO EXCLUSIVO DAS ATIVIDADES UOS PAC 2, NOS LOTES COM ÁREA SUPERIOR A 1.000 METROS QUADRADOS, NOS TERMOS DO ART. 42, LC NÁ 948/2019, COM ALTERAÇÕES DA LC NÁ 1007/2022 E DA LC NÁ 1058/2025.;Mista;2025;6;61;2010000;5;2123999.89;3600;3600;1000;1
807367;PARANOA;PARANOÁ PARQUE;60221;UOS CSII 1 - COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL E INDUSTRIAL, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÁO, OS USOS COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL E INDUSTRIAL, SENDO PROIBIDO O USO RESIDENCIAL. (VIDE ANEXO I ? TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS). ADMITIDO O DESENVOLVIMENTO EXCLUSIVO DAS ATIVIDADES UOS PAC 2, NOS LOTES COM ÁREA SUPERIOR A 1.000 METROS QUADRADOS, NOS TERMOS DO ART. 42, LC NÁ 948/2019, COM ALTERAÇÕES DA LC NÁ 1007/2022 E DA LC NÁ 1058/2025.;Mista;2025;6;64;1230000;5;1242500;4364406;2424.67;2424.67;1
245151;RECANTO DAS EMAS;RECANTO DAS EMAS;60217;UOS CSIIR 2 - COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, ONDE SÃO OBRIGATÁRIOS OS USOS COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL E INDUSTRIAL, SIMULTANEAMENTE OU NÁO, E ADMITIDO O USO RESIDENCIAL DESDE QUE ESTE NÁO OCORRA VOLTADO PARA O LOGRADOURO PÁBLICO NO NÁVEL DE CIRCULAÇÕO DO PEDESTRE. (VIDE ANEXO I ? TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);Mista;2025;6;74;616000;5;710000;1805875;1300.23;722.35;1
455057;RIACHO FUNDO;QUADRA DE OFICINAS;60227;UOS CSIINDR - COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL, INDUSTRIAL, RESIDENCIAL, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÁO, OS USOS COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL E INDUSTRIAL, LOCALIZADA NAS ÁREAS INDUSTRIAIS E DE OFICINAS, EM LOTES DE MENOR PORTE, SENDO FACULTADO O USO RESIDENCIAL, EXCLUSIVAMENTE NOS PAVIMENTOS SUPERIORES, E CONDICIONADO A EXISTÁNCIA DE USO NÁO RESIDENCIAL. (VIDE ANEXO I-TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);Mista;2025;6;76;289000;5;411111.11;400;280;200;4
808760;RIACHO FUNDO II;HABITACIONAL RIACHO FUNDO II;60222;UOS CSII 2 - COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL E INDUSTRIAL, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÁO, OS USOS COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL E INDUSTRIAL, SENDO PROIBIDO O USO RESIDENCIAL. (VIDE ANEXO I - TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS). ADMITIDO O DESENVOLVIMENTO EXCLUSIVO DAS ATIVIDADES UOS PAC 2, NOS LOTES COM ÁREA SUPERIOR A 1.000 METROS QUADRADOS, NOS TERMOS DO ART. 42, LC NÁ 948/2019, COM ALTERAÇÕES DA LC NÁ 1007/2022 E DA LC NÁ 1058/2025.;Mista;2025;6;77;120000;5;190000.01;183.3;128.31;91.65;4
186511;SAMAMBAIA;QN-SAMAMBAIA;60217;UOS CSIIR 2 - COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, ONDE SÃO OBRIGATÁRIOS OS USOS COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL E INDUSTRIAL, SIMULTANEAMENTE OU NÁO, E ADMITIDO O USO RESIDENCIAL DESDE QUE ESTE NÁO OCORRA VOLTADO PARA O LOGRADOURO PÁBLICO NO NÁVEL DE CIRCULAÇÕO DO PEDESTRE. (VIDE ANEXO I ? TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);Mista;2025;6;82;447300;5;587000;525;300;150;2
80679;SAMAMBAIA;QS-SAMAMBAIA;60219;UOS CSIIR 1 NO - COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL NÁO OBRIGATÁRIO, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÁO, OS USOS COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, NAS CATEGORIAS HABITAÇÕO UNIFAMILIAR OU HABITAÇÕO MULTIFAMILIAR EM TIPOLOGIA DE CASAS OU HABITAÇÕO MULTIFAMILIAR EM TIPOLOGIA DE APARTAMENTOS, NÁO HAVENDO OBRIGATORIEDADE PARA QUALQUER UM DOS USOS. (VIDE ANEXO I ? TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);Mista;2025;6;84;121000;5;125005.1;300;200;100;1
81089;SAMAMBAIA;QS-SAMAMBAIA;60219;UOS CSIIR 1 NO - COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL NÁO OBRIGATÁRIO, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÁO, OS USOS COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, NAS CATEGORIAS HABITAÇÕO UNIFAMILIAR OU HABITAÇÕO MULTIFAMILIAR EM TIPOLOGIA DE CASAS OU HABITAÇÕO MULTIFAMILIAR EM TIPOLOGIA DE APARTAMENTOS, NÁO HAVENDO OBRIGATORIEDADE PARA QUALQUER UM DOS USOS. (VIDE ANEXO I ? TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);Mista;2025;6;85;744000;5;890010;2007.75;1338.5;669.25;1
458309;SAMAMBAIA;QN-SAMAMBAIA;60220;UOS CSIIR 2 NO - COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL NÁO OBRIGATÁRIO, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÁO, OS USOS COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, NAS CATEGORIAS HABITAÇÕO UNIFAMILIAR OU HABITAÇÕO MULTIFAMILIAR EM TIPOLOGIA DE CASAS OU HABITAÇÕO MULTIFAMILIAR EM TIPOLOGIA DE APARTAMENTOS, NÁO HAVENDO OBRIGATORIEDADE PARA QUALQUER UM DOS USOS. (VIDE ANEXO I ? TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);Mista;2025;6;86;122940;5;123000;225;150;75;1
460830;SAMAMBAIA;QN-SAMAMBAIA;60220;UOS CSIIR 2 NO - COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL NÁO OBRIGATÁRIO, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÁO, OS USOS COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, NAS CATEGORIAS HABITAÇÕO UNIFAMILIAR OU HABITAÇÕO MULTIFAMILIAR EM TIPOLOGIA DE CASAS OU HABITAÇÕO MULTIFAMILIAR EM TIPOLOGIA DE APARTAMENTOS, NÁO HAVENDO OBRIGATORIEDADE PARA QUALQUER UM DOS USOS. (VIDE ANEXO I ? TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);Mista;2025;6;87;288000;5;351000;883.2;588.8;294.4;4
188782;SAMAMBAIA;QN-SAMAMBAIA;60220;UOS CSIIR 2 NO - COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL NÁO OBRIGATÁRIO, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÁO, OS USOS COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, NAS CATEGORIAS HABITAÇÕO UNIFAMILIAR OU HABITAÇÕO MULTIFAMILIAR EM TIPOLOGIA DE CASAS OU HABITAÇÕO MULTIFAMILIAR EM TIPOLOGIA DE APARTAMENTOS, NÁO HAVENDO OBRIGATORIEDADE PARA QUALQUER UM DOS USOS. (VIDE ANEXO I ? TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);Mista;2025;6;90;602000;5;803000.33;1956;1304;652;3
188783;SAMAMBAIA;QN-SAMAMBAIA;60220;UOS CSIIR 2 NO - COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL NÁO OBRIGATÁRIO, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÁO, OS USOS COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, NAS CATEGORIAS HABITAÇÕO UNIFAMILIAR OU HABITAÇÕO MULTIFAMILIAR EM TIPOLOGIA DE CASAS OU HABITAÇÕO MULTIFAMILIAR EM TIPOLOGIA DE APARTAMENTOS, NÁO HAVENDO OBRIGATORIEDADE PARA QUALQUER UM DOS USOS. (VIDE ANEXO I ? TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);Mista;2025;6;91;1190000;5;2000001;3975.18;2650.12;1325.06;3
188784;SAMAMBAIA;QN-SAMAMBAIA;60220;UOS CSIIR 2 NO - COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL NÁO OBRIGATÁRIO, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÁO, OS USOS COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, NAS CATEGORIAS HABITAÇÕO UNIFAMILIAR OU HABITAÇÕO MULTIFAMILIAR EM TIPOLOGIA DE CASAS OU HABITAÇÕO MULTIFAMILIAR EM TIPOLOGIA DE APARTAMENTOS, NÁO HAVENDO OBRIGATORIEDADE PARA QUALQUER UM DOS USOS. (VIDE ANEXO I ? TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);Mista;2025;6;92;664000;5;1163000.33;2167.77;1445.18;722.59;3
242692;SAMAMBAIA;QS-SAMAMBAIA;60220;UOS CSIIR 2 NO - COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL NÁO OBRIGATÁRIO, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÁO, OS USOS COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, NAS CATEGORIAS HABITAÇÕO UNIFAMILIAR OU HABITAÇÕO MULTIFAMILIAR EM TIPOLOGIA DE CASAS OU HABITAÇÕO MULTIFAMILIAR EM TIPOLOGIA DE APARTAMENTOS, NÁO HAVENDO OBRIGATORIEDADE PARA QUALQUER UM DOS USOS. (VIDE ANEXO I ? TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);Mista;2025;6;94;73100;5;100000;300;200;100;9
600939;SOBRADINHO;CENTRO ORIENT. E EDUC. RURAL - COER;60220;UOS CSIIR 2 NO - COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL NÁO OBRIGATÁRIO, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÁO, OS USOS COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, NAS CATEGORIAS HABITAÇÕO UNIFAMILIAR OU HABITAÇÕO MULTIFAMILIAR EM TIPOLOGIA DE CASAS OU HABITAÇÕO MULTIFAMILIAR EM TIPOLOGIA DE APARTAMENTOS, NÁO HAVENDO OBRIGATORIEDADE PARA QUALQUER UM DOS USOS. (VIDE ANEXO I ? TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);Mista;2025;6;98;750000;5;755000;2390622;919.47;919.47;1
600950;SOBRADINHO;CENTRO ORIENT. E EDUC. RURAL - COER;60220;UOS CSIIR 2 NO - COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL NÁO OBRIGATÁRIO, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÁO, OS USOS COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, NAS CATEGORIAS HABITAÇÕO UNIFAMILIAR OU HABITAÇÕO MULTIFAMILIAR EM TIPOLOGIA DE CASAS OU HABITAÇÕO MULTIFAMILIAR EM TIPOLOGIA DE APARTAMENTOS, NÁO HAVENDO OBRIGATORIEDADE PARA QUALQUER UM DOS USOS. (VIDE ANEXO I ? TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);Mista;2025;6;99;1900000;5;2120000;6863454;2639.79;2639.79;3
52987;CEILANDIA;SETOR N NORTE-QUADRA RESIDENCIAL             ;60214;UOS RO  1 - RESIDENCIAL OBRIGATÁRIO, NA CATEGORIA HABITAÇÕO UNIFAMILIAR, SENDO FACULTADO, SIMULTANEAMENTE, O USO NÁO RESIDENCIAL COM ATIVIDADE ECONÁMICA REALIZADA NO ÁMBITO DOMÁSTICO, NÁO SENDO AUTORIZADO O ACESSO INDEPENDENTE (VIDE ANEXO I-TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);Unifamiliar;2025;8;2;153000;5;225950;500;500;250;6
154116;CEILANDIA;SETOR O NORTE-QUADRA RESIDENCIAL             ;60219;UOS CSIIR 1 NO - COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL NÁO OBRIGATÁRIO, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÁO, OS USOS COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, NAS CATEGORIAS HABITAÇÕO UNIFAMILIAR OU HABITAÇÕO MULTIFAMILIAR EM TIPOLOGIA DE CASAS OU HABITAÇÕO MULTIFAMILIAR EM TIPOLOGIA DE APARTAMENTOS, NÁO HAVENDO OBRIGATORIEDADE PARA QUALQUER UM DOS USOS. (VIDE ANEXO I ? TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);Mista;2025;8;11;376000;5;385000;1134;756;378;5
156792;CEILANDIA;SETOR O NORTE-QUADRA RESIDENCIAL             ;60219;UOS CSIIR 1 NO - COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL NÁO OBRIGATÁRIO, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÁO, OS USOS COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL, INDUSTRIAL E RESIDENCIAL, NAS CATEGORIAS HABITAÇÕO UNIFAMILIAR OU HABITAÇÕO MULTIFAMILIAR EM TIPOLOGIA DE CASAS OU HABITAÇÕO MULTIFAMILIAR EM TIPOLOGIA DE APARTAMENTOS, NÁO HAVENDO OBRIGATORIEDADE PARA QUALQUER UM DOS USOS. (VIDE ANEXO I ? TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);Mista;2025;8;12;402000;5;515999.99;1228.5;819;409.5;1
61706;GAMA;SETOR SUL                                    ;60215;UOS RO 2 - RESIDENCIAL OBRIGATÁRIO, NA CATEGORIA HABITAÇÕO UNIFAMILIAR, SENDO FACULTADO, SIMULTANEAMENTE, O USO NÁO RESIDENCIAL EXCLUSIVAMENTE NO PAVIMENTO DIRETAMENTE ABERTO PARA LOGRADOURO PÁBLICO E INDEPENDENTE DA HABITAÇÕO(VIDE ANEXO I-TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);Unifamiliar;2025;8;13;149000;5;150200;625;625;312.5;2
507509;GAMA;SETOR DE MULTIPLAS ATIVIDADES;60224;UOS CSIIND 1 - COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL E INDUSTRIAL, ONDE SÃO PERMITIDOS, SIMULTANEAMENTE OU NÁO, OS USOS COMERCIAL, PRESTAÇÕO DE SERVIÁOS, INSTITUCIONAL E INDUSTRIAL, LOCALIZADA NAS ÁREAS INDUSTRIAIS E DE OFICINAS, SENDO PROIBIDO O USO RESIDENCIAL. (VIDE ANEXO I - TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS) ADMITIDO O DESENVOLVIMENTO EXCLUSIVO DAS ATIVIDADES UOS PAC 2, NOS LOTES COM ÁREA SUPERIOR A 1.000 METROS QUADRADOS, NOS TERMOS DO ART. 42, LC NÁ 948/2019, COM ALTERAÇÕES DA LC NÁ 1007/2022 E DA LC NÁ 1058/2025.;Mista;2025;8;17;233000;5;251250;409.92;256.2;256.2;1
595728;GUARA;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;60214;UOS RO  1 - RESIDENCIAL OBRIGATÁRIO, NA CATEGORIA HABITAÇÕO UNIFAMILIAR, SENDO FACULTADO, SIMULTANEAMENTE, O USO NÁO RESIDENCIAL COM ATIVIDADE ECONÁMICA REALIZADA NO ÁMBITO DOMÁSTICO, NÁO SENDO AUTORIZADO O ACESSO INDEPENDENTE (VIDE ANEXO I-TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);Unifamiliar;2025;8;18;260000;5;325520;345.6;345.6;144;6
595729;GUARA;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;60214;UOS RO  1 - RESIDENCIAL OBRIGATÁRIO, NA CATEGORIA HABITAÇÕO UNIFAMILIAR, SENDO FACULTADO, SIMULTANEAMENTE, O USO NÁO RESIDENCIAL COM ATIVIDADE ECONÁMICA REALIZADA NO ÁMBITO DOMÁSTICO, NÁO SENDO AUTORIZADO O ACESSO INDEPENDENTE (VIDE ANEXO I-TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);Unifamiliar;2025;8;19;260000;5;417300;345.6;345.6;144;9
595730;GUARA;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;60214;UOS RO  1 - RESIDENCIAL OBRIGATÁRIO, NA CATEGORIA HABITAÇÕO UNIFAMILIAR, SENDO FACULTADO, SIMULTANEAMENTE, O USO NÁO RESIDENCIAL COM ATIVIDADE ECONÁMICA REALIZADA NO ÁMBITO DOMÁSTICO, NÁO SENDO AUTORIZADO O ACESSO INDEPENDENTE (VIDE ANEXO I-TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);Unifamiliar;2025;8;20;260000;5;389000.77;345.6;345.6;144;8
595731;GUARA;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;60214;UOS RO  1 - RESIDENCIAL OBRIGATÁRIO, NA CATEGORIA HABITAÇÕO UNIFAMILIAR, SENDO FACULTADO, SIMULTANEAMENTE, O USO NÁO RESIDENCIAL COM ATIVIDADE ECONÁMICA REALIZADA NO ÁMBITO DOMÁSTICO, NÁO SENDO AUTORIZADO O ACESSO INDEPENDENTE (VIDE ANEXO I-TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);Unifamiliar;2025;8;21;260000;5;399000.99;345.6;345.6;144;17
595733;GUARA;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;60214;UOS RO  1 - RESIDENCIAL OBRIGATÁRIO, NA CATEGORIA HABITAÇÕO UNIFAMILIAR, SENDO FACULTADO, SIMULTANEAMENTE, O USO NÁO RESIDENCIAL COM ATIVIDADE ECONÁMICA REALIZADA NO ÁMBITO DOMÁSTICO, NÁO SENDO AUTORIZADO O ACESSO INDEPENDENTE (VIDE ANEXO I-TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);Unifamiliar;2025;8;22;260000;5;433000;345.6;345.6;144;18
595784;GUARA;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;60214;UOS RO  1 - RESIDENCIAL OBRIGATÁRIO, NA CATEGORIA HABITAÇÕO UNIFAMILIAR, SENDO FACULTADO, SIMULTANEAMENTE, O USO NÁO RESIDENCIAL COM ATIVIDADE ECONÁMICA REALIZADA NO ÁMBITO DOMÁSTICO, NÁO SENDO AUTORIZADO O ACESSO INDEPENDENTE (VIDE ANEXO I-TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);Unifamiliar;2025;8;23;295000;5;495990;399336;399336;166.39;6
595785;GUARA;SETOR RESID INDUSTRIA E ABASTECIMENTO        ;60214;UOS RO  1 - RESIDENCIAL OBRIGATÁRIO, NA CATEGORIA HABITAÇÕO UNIFAMILIAR, SENDO FACULTADO, SIMULTANEAMENTE, O USO NÁO RESIDENCIAL COM ATIVIDADE ECONÁMICA REALIZADA NO ÁMBITO DOMÁSTICO, NÁO SENDO AUTORIZADO O ACESSO INDEPENDENTE (VIDE ANEXO I-TABELA DE USOS E ATIVIDADES DA LUOS E/OU ADM. REGIONAL PARA ATIVIDADES PERMITIDAS);Unifamiliar;2025;8;24;299000;5;492990;405696;405696;169.04;6
